word	tag
a	NOUN
a	PRON
a	PART
a	PART
a	INTJ
ă	VERB
ã	ADJ
abalangin	ADJ
abang	ADJ
abâng	NOUN
abannate	NOUN
abansan	VERB
abawhchhiat	ADJ
abawhtu	NOUN
abâwih	VERB
abawihnu	NOUN
abawk	NOUN
abawkkhup	VERB
abawkte	NOUN
abekbawrah	ADJ
abengah	ADJ
abiak	ADJ
abihrukna	NOUN
abika	ADJ
abikin	ADJ
abiling	ADJ
abiru	VERB
abuah	ADJ
achak	ADJ
achakna	NOUN
achawk	VERB
achha	ADP
achhâ	ADP
achhan	ADJ
achhang	VERB
achhapah	ADJ
achhe	ADJ
achhia	ADJ
achhiahhlawh	NOUN
achhiatna	NOUN
achhip	ADJ
achhuah	VERB
achhuhsak	VERB
achhun	VERB
achhûn	ADJ
achhunga	ADJ
achhûngkua	NOUN
achhûngte	NOUN
achhunzanin	ADJ
achiahhlawhte	NOUN
achim	ADJ
achin	ADJ
achina	ADJ
achinah	ADJ
a-chinah	ADV
achipuite	NOUN
achuang	NOUN
achuangin	ADJ
achung	ADJ
achunga	ADJ
achungah	ADJ
achutah	ADJ
adama	NOUN
ah	VERB
ah	ADV
ahâlral	NOUN
ahangin	ADV
ahângin	ADV
ahara	ADJ
ahâwnga	ADJ
ahimna	NOUN
ah-khaih	INTJ
ahlaia	ADJ
ahlau	ADJ
ahlauhawm	ADJ
ahlauthawng	ADJ
ahlawh	NOUN
ahlawhtlintir	ADJ
ahlei	ADJ
ahleih	ADJ
ahleih	ADV
ahlim	ADJ
ahluanah	ADJ
ahmaa	ADJ
ahmaah	ADJ
ahmaia	ADJ
ahmang	ADJ
ahmangaih	ADJ
ahmangaihna	NOUN
ahmanrua	NOUN
ahmasâng	ADJ
ahmawr	ADJ
ahmei	ADJ
ahmel	NOUN
ahmêl	NOUN
ahmin	ADJ
ahming	ADJ
ahminga	ADJ
ahmingah	ADJ
ahminghliau	ADJ
ahmuh	ADJ
ahmuhtir	ADJ
ahmuia	ADJ
ahmun	NOUN
ahmusitin	ADJ
ahnah	NOUN
ahnam	NOUN
ahnehchhiahin	ADJ
ahnehin	ADJ
ahnehtir	VERB
ahnêka	ADJ
ahnekin	ADJ
ahnekin	ADV
ahnêkin	ADJ
ahnêkin	ADV
ahnên	ADJ
ahnêna	ADJ
ahnenah	ADJ
ahnênah	ADJ
ahnim	VERB
ahnu	ADJ
ahnu	CCONJ
ahnû	ADJ
ahnua	ADJ
ahnu-hmanah	ADV
ahnuin	ADJ
ahnuin	CCONJ
ahnuk	VERB
ahoa	ADJ
ahote	NOUN
ahova	NOUN
ahrang	ADJ
ahrangin	ADJ
ahriamhrei	ADJ
ahriat	ADJ
ahriatin	ADJ
ahriattir	ADJ
ahring	VERB
ahruai	VERB
ahrui	NOUN
ahte	ADJ
ahtu	ADJ
ahuan	ADJ
ahuat	ADJ
ahuh	ADJ
ahum	ADJ
ahunchhan	NOUN
ahung	VERB
ahuntir	VERB
ahup	VERB
ai	NOUN
ai	VERB
ai	ADP
ái	VERB
ài	VERB
âi	NOUN
âi	VERB
âi	ADP
aiah	ADJ
aiah	ADP
âiah	ADP
aiang	ADJ
aiawh	NOUN
aiawh	ADJ
aiawhin	ADJ
aiawhina	ADJ
aiawhna	ADJ
aiawhte	ADJ
aiawhten	ADJ
aiawhtu	NOUN
aiawhtuin	NOUN
aiawhtûin	NOUN
aiawhtute	NOUN
aiawhtuten	NOUN
aiawt	NOUN
aiâwt	NOUN
aiawta	NOUN
aibawp	NOUN
aichal	NOUN
aichhe	NOUN
aichheh	NOUN
aichhia	NOUN
aidu	NOUN
aidup	NOUN
aidûp	NOUN
aidu-ria	NOUN
aidusentil	NOUN
ai-en	VERB
âi-en	VERB
aieng	NOUN
ai-eng	NOUN
aienin	NOUN
aienna	NOUN
aiennaah	NOUN
aiente	NOUN
aienthiam	NOUN
aienthiamna	NOUN
aienthiamte	NOUN
aientira	ADJ
âientu	NOUN
aientute	NOUN
aifiar	NOUN
aiguptahovin	NOUN
aiguptate	NOUN
aih	NOUN
aih	VERB
áih	NOUN
aihal	VERB
ai-hnah-phahpui	NOUN
âi-hnah-phahpui	NOUN
ai-hni	NOUN
aiin	ADJ
aiin	ADP
ai-inzial	VERB
ai-ip	NOUN
aikaih	ADJ
ai-kaih	VERB
âikaih	VERB
aikaihthiam	NOUN
aikaihthiamte	NOUN
âikaihthiamte	NOUN
aikal	NOUN
aikam	NOUN
aikhat	NOUN
âikhat	NOUN
aikhirh	VERB
aina	NOUN
ainawn	NOUN
ainngaihlu	VERB
aisan	VERB
aisanthiamte	NOUN
aisânthiamte	NOUN
aitechhin	VERB
aitechhinna	NOUN
aitechin	VERB
aithur	NOUN
aizial	VERB
ak	VERB
akai	VERB
akaihhnawih	ADJ
akaihruai	VERB
akaisantir	VERB
akal	NOUN
akalhna	NOUN
akalna	NOUN
akalsan	NOUN
akaltir	VERB
akap	VERB
akara	ADJ
akâra	ADJ
akawiin	ADJ
akawng	NOUN
akawr	NOUN
akeng	VERB
akentir	VERB
akharkhip	VERB
akhat	ADJ
akhawperte	NOUN
akhawpui	NOUN
akhawvel	NOUN
akhua	NOUN
akhuaa	NOUN
akhuarte	NOUN
akhuh	ADJ
akhum	ADJ
akiang	ADJ
akianga	ADJ
akil	ADJ
akir	ADJ
akîr	ADJ
akohtir	VERB
aktu	ADJ
akulhbinga	ADJ
akum	ADJ
akut	ADJ
akutah	ADJ
akutte	ADJ
al	VERB
alai	ADJ
alaia	ADJ
a-laiah	ADP
alaichin	NOUN
alaiin	ADJ
alainat	VERB
alak	ADJ
alaka	ADJ
alakah	ADJ
alaknaa	ADJ
alaksak	VERB
alakte	ADJ
alal	VERB
alalthutphah	NOUN
alalṭhutphah	NOUN
alam	VERB
alan	ADJ
alang	ADJ
alanga	ADJ
alangin	ADJ
alantir	VERB
alar	ADJ
alawi	ADJ
alawm	ADJ
alawm	PART
aláwm	PART
alâwm	ADJ
alawmzawng	ADJ
alei	VERB
aleiah	ADJ
a-leiah	ADP
aleitu	NOUN
alektute	NOUN
alên	VERB
alentir	VERB
alêt	VERB
alh	VERB
alhin	ADJ
alhna	NOUN
alhtîr	VERB
alhtu	NOUN
aliam	ADJ
aliam	ADP
aliama	ADJ
aliamah	ADJ
aliamin	ADJ
alian	ADJ
alingin	ADJ
a-lo	PART
althlum	ADJ
aluang	VERB
aluh	VERB
aluhna	NOUN
aluhtir	VERB
alungah	ADJ
alut	VERB
am	VERB
âm	VERB
ama	PRON
amah	PRON
amaha	PRON
amahah	PRON
amahan	PRON
amaherawchu	CCONJ
amaherawh	CCONJ
amaherawhchu	CCONJ
amahin	PRON
amahina	PRON
amahni	PRON
amahzawngtute	NOUN
amaichâm	NOUN
amaichâmte	NOUN
amal	ADJ
amala	ADJ
amam	ADJ
amamawh	ADJ
aman	NOUN
aman	PRON
amàn	PRON
amana	VERB
amangang	VERB
amar	NOUN
amasate	ADJ
amâw	INTJ
amawi	ADJ
amei	NOUN
ameikhu	NOUN
amet	VERB
amin	ADJ
amite	NOUN
amiten	NOUN
amithmuh	ADJ
amithmuhah	ADJ
amitin	ADJ
amuanawmin	ADJ
amuang	ADJ
amuhil	VERB
amutpui	VERB
an	NOUN
an	VERB
an	PRON
àn	VERB
àn	PRON
anaa	VERB
anal	VERB
anam	VERB
anang	VERB
anaupang	ADJ
anâwia	ADJ
anâwiin	ADJ
anawite	ADJ
anawm	ADJ
anbang	VERB
anbawng	NOUN
âncheh	ADJ
anchhe	NOUN
ânchhe	NOUN
ânchhedawn	NOUN
anchhedawng	ADJ
ânchhedawng	ADJ
ânchhedawngah	ADJ
ânchhedawngin	ADJ
ânchhelawh	VERB
anchhia	NOUN
ânchhia	NOUN
ânchhiaa	NOUN
ânchhiaahte	NOUN
ânchhiain	NOUN
ânchhiate	NOUN
anchhuahtir	VERB
anchi-ri	NOUN
anchuantir	VERB
anchungah	ADJ
aneih	NOUN
ang	VERB
ang	ADJ
ang	ADV
âng	VERB
angah	ADJ
angahte	ADJ
angai	ADJ
angaih	ADJ
angaiha	ADJ
angaihna	ADJ
angaihnawm	ADJ
angaihnawmin	ADJ
angaihsak	VERB
angaihtuah	VERB
angaina	VERB
angchhung	NOUN
angchhûng	NOUN
ângchhung	NOUN
ângchhûng	NOUN
ângchhûng	ADJ
angchhunga	ADJ
angchhûnga	ADJ
ângchhûnga	ADJ
angchhungah	ADJ
angchhûngah	ADJ
ângchhûngah	ADJ
angel	NOUN
angem	CCONJ
anghah	VERB
anghawng	ADJ
anghet	ADJ
anghmiang	CCONJ
anghnai	ADJ
anghoten	ADJ
angiang	ADJ
angilneihna	NOUN
angin	ADJ
ângin	ADJ
angina	ADJ
anginah	ADJ
angkawp	VERB
angkawpin	VERB
angkhat	ADJ
angkhata	ADJ
angkhatin	ADV
anglai	ADJ
anglo	ADJ
anglum	NOUN
ânglum	NOUN
angmah	ADJ
angmai	ADJ
angreng	ADJ
angrengin	ADJ
angte	ADJ
angten	ADJ
angtu	NOUN
ângtu	NOUN
angul	NOUN
an-hawp	NOUN
an-hàwp	NOUN
anhla	NOUN
an-hla	NOUN
an-hlá	NOUN
àn-hla	NOUN
àn-hlá	NOUN
ânhla	NOUN
an-hlawk	ADJ
an-hlâwk	ADJ
àn-hlawk	ADJ
àn-hlâwk	ADJ
anhling	NOUN
anhlíng	NOUN
anhmelmate	NOUN
anhmêlmate	NOUN
anhming	NOUN
anhmingte	NOUN
anhmuh	ADJ
anhmun	NOUN
anhnah	NOUN
ânhrât	ADJ
ani	PRON
ania	PUNCT
ania	CCONJ
aniang	CCONJ
anichuan	PRON
aniha	CCONJ
anihna	NOUN
anihzia	ADJ
aniin	ADJ
anin	PRON
an-ka	NOUN
an-kâ	NOUN
àn-ka	NOUN
àn-kâ	NOUN
ânkâa	NOUN
ankal	ADJ
ankalna	NOUN
ankalpui	ADJ
ankasa	NOUN
ankha	NOUN
ankhapui	NOUN
ankhawlohna	NOUN
ankhum	ADJ
ânkhum	ADJ
ânkhuma	ADJ
ânkhumna	ADJ
ânkhumtu	NOUN
anku	NOUN
ankû	NOUN
anlak	ADJ
anlohna	ADJ
anmahah	PRON
anmahni	PRON
anmahnia	PRON
anmahnîa	PRON
anmahniah	PRON
anmahnîah	PRON
anmahniho	PRON
anmahnihovin	PRON
anmahniin	PRON
anmahnin	PRON
anmithmuh	ADJ
anna	NOUN
anna	ADJ
an-ngha-ril	NOUN
an-ngha-rîl	NOUN
anni	PRON
annihho	PRON
anniho	PRON
annin	PRON
annite	PRON
ânpai	ADJ
ânpaiho	ADJ
anpangthuam	NOUN
anpangṭhuam	NOUN
anpângthuam	NOUN
anpângṭhuam	NOUN
anphurh	ADJ
anpuang	VERB
anpuante	NOUN
anpui	NOUN
anpui	ADJ
anpuia	NOUN
anpuiah	NOUN
anpuiin	NOUN
anpuina	NOUN
anpuite	NOUN
anpuitea	ADJ
anpuitu	NOUN
anpuitute	NOUN
anrapthlâk	ADJ
ansam	NOUN
ansiam	ADJ
antam	NOUN
anṭam	NOUN
anthilpêk	NOUN
anthur	NOUN
anthûr	NOUN
anthur-tui	NOUN
anthûr-tui	NOUN
antih	ADJ
antir	VERB
ântîr	VERB
antlansan	VERB
antlu	VERB
antui	NOUN
anuam	ADJ
anuihsan	ADJ
anunaute	PRON
anung	ADJ
anungin	ADJ
anupui	PRON
anupuia	ADJ
anupuite	NOUN
anzai	VERB
anzia	VERB
ap	VERB
apâa	PRON
apahnihin	NUM
apahnihna	NUM
apai	NOUN
apaiah	NOUN
apakhat	NUM
apakhatna	NUM
apan	ADJ
apang	CCONJ
apanga	CCONJ
apangin	CCONJ
apangin	ADP
apathumna	NUM
apawi	ADJ
apawl	ADJ
apâwl	ADJ
apawlah	ADJ
apawlin	ADJ
apawng	ADJ
apâwng	ADJ
apawt	ADJ
apawtthlêr	VERB
apeih	ADJ
apek	VERB
apêk	VERB
apêkate	NOUN
apekte	NOUN
apelh	VERB
apengte	VERB
apetekin	VERB
aphal	ADJ
aphar	VERB
aphat	VERB
aphek	NOUN
apheka	NOUN
aphi	VERB
aphiarrukna	NOUN
aphu	VERB
aphûm	VERB
aphur	VERB
aphurhtir	VERB
apiah	ADJ
apian	ADJ
apiang	PRON
apiang	CCONJ
apianga	CCONJ
apiangah	CCONJ
apiangahte	CCONJ
apiangan	CCONJ
apiangin	CCONJ
apiangte	CCONJ
apiangten	CCONJ
apik	ADJ
apindan	NOUN
april	NOUN
apualah	ADJ
apuan	NOUN
apui	NOUN
apui	ADP
apuia	NOUN
apuii	NOUN
apuithuna	NOUN
apuka	VERB
apuktirtu	NOUN
apum	ADJ
apuma	ADJ
apumah	ADJ
apumin	ADJ
aput	VERB
aputtir	VERB
ar	NOUN
âr	NOUN
ara-fanghma	NOUN
âra-fanghma	NOUN
arakhuan	NOUN
ârakhuan	NOUN
arama	NOUN
aramah	ADJ
araman	NOUN
aramawng-hawlh	NOUN
ara-mawnghawlh	NOUN
âramawng-hawlh	NOUN
âra-mawnghawlh	NOUN
arana	NOUN
ara-thloh-mu-lak	VERB
âra-thloh-mu-lâk	VERB
ara-tukkhuan	NOUN
ara-tukkhuan	VERB
ara-tûkkhuan	NOUN
ara-tûkkhuan	VERB
âra-tukkhuan	NOUN
âra-tukkhuan	VERB
âra-tûkkhuan	NOUN
âra-tûkkhuan	VERB
arauna	NOUN
ara-virmep	NOUN
âra-virmep	NOUN
arawn	CCONJ
ar-awn	NOUN
ârâwn	NOUN
âr-âwn	NOUN
ar-awng	NOUN
âr-awng	NOUN
arawngbawl	VERB
arbawm	NOUN
arbual	NOUN
ârbual	NOUN
archang	ADJ
ar-chang	NOUN
archangkawm	NOUN
archangkâwm	NOUN
archangkawn	NOUN
archang-lei	NOUN
archaw	NOUN
archempai	VERB
ârchempai	VERB
archhawih	ADJ
ârchhawih	ADJ
archhiar	NOUN
archhuang	NOUN
archuk	NOUN
ardah	NOUN
ârdah	NOUN
ar-fep	NOUN
ar-fêp	NOUN
âr-fep	NOUN
âr-fêp	NOUN
arh	VERB
arh	ADJ
ar-hang	NOUN
ar-hàng	NOUN
âr-hang	NOUN
âr-hàng	NOUN
âr-hâng	NOUN
arhnuaichhiah	NOUN
arhrik	NOUN
ar-hrik	NOUN
ar-hrik-reh	NOUN
ariltam	VERB
arim	ADJ
aritphurh	ADJ
arkai-den	VERB
arkài-den	VERB
ârkai-den	VERB
ârkài-den	VERB
arkai-deng	VERB
arkai-dêng	VERB
arkài-deng	VERB
arkài-dêng	VERB
ârkai-deng	VERB
ârkai-dêng	VERB
ârkài-deng	VERB
ârkài-dêng	VERB
ar-kawk	NOUN
âr-kawk	NOUN
arke	VERB
ârke	VERB
arkebawk	NOUN
ârkebâwk	NOUN
ar-kedawm	NOUN
arkezem	NOUN
ârkezem	NOUN
arkeziak	NOUN
arkhāl	NOUN
arkhãl	NOUN
ârkhāl	NOUN
ârkhãl	NOUN
arkhawthim	NOUN
ar-khel	ADJ
ar-khêl	ADJ
âr-khel	ADJ
âr-khêl	ADJ
arkhuan	NOUN
ârkhuan	NOUN
arkhuang	VERB
arla	NOUN
arlei	NOUN
ârlei	NOUN
arlhui-ngo	NOUN
ârlhui-ngo	NOUN
arlhui-sen	NOUN
ârlhui-sen	NOUN
armawnghawlh	NOUN
ârmawnghawlh	NOUN
arngeng	NOUN
arngengah	ADJ
arngo	NOUN
ârngo	NOUN
ar-ngultung	NOUN
âr-ngultung	NOUN
arno	NOUN
arṇo	NOUN
arnote	NOUN
ar-nu	NOUN
arpa	NOUN
arpathlek	NOUN
arpatil	NOUN
arpa-tir	NOUN
arphaw	NOUN
arpui	NOUN
arpuiin	ADJ
arsakuh	NOUN
ârsakuh	NOUN
arsa-rim-nam	NOUN
arsi	NOUN
arsiah	ADJ
arsîah	ADJ
arsi-hni	NOUN
arsihote	ADJ
arsiin	ADJ
arsite	NOUN
arsîte	NOUN
arsiten	NOUN
artahkawn	NOUN
ar-tai	NOUN
ar-ṭai	NOUN
âr-tai	NOUN
âr-ṭai	NOUN
arte	NOUN
artê	NOUN
artelukawn	NOUN
arthlek	NOUN
arthui	NOUN
arthuî	NOUN
arṭhui	NOUN
arṭhuî	NOUN
ârthui	NOUN
ârthuî	NOUN
ârṭhui	NOUN
ârṭhuî	NOUN
arthum	NOUN
arṭhum	NOUN
ârthum	NOUN
ârṭhum	NOUN
artial	NOUN
arṭial	NOUN
artui	NOUN
artuiah	NOUN
artui-heng	NOUN
artui-hêng	NOUN
artuiin	NOUN
artui-pil	NOUN
artuite	NOUN
artukkhuan	NOUN
artûkkhuan	NOUN
ârtukkhuan	NOUN
ârtûkkhuan	NOUN
aruaka	ADJ
aruala	ADJ
arualin	ADJ
aruang	NOUN
aruangin	ADJ
aruangin	CCONJ
aruat	VERB
aruh	NOUN
aruk	ADJ
arûk	ADJ
aruka	ADJ
arûka	ADJ
arukin	ADJ
arûktea	ADJ
aruma	ADJ
ar-va	NOUN
ar-và	NOUN
âr-va	NOUN
âr-và	NOUN
ar-vavu	NOUN
âr-vavu	NOUN
asiamin	ADV
asiamin	CCONJ
asiamin	ADP
asin	PART
at	VERB
ât	VERB
ata	ADP
atai	VERB
ataia	VERB
ataiah	ADJ
atak	ADJ
ataka	ADJ
atakin	ADJ
ataktak	ADJ
atal	VERB
atamchhawl	VERB
atan	ADP
atân	ADP
atana	ADP
atâna	ADP
atang	ADJ
aţang	ADJ
aṭang	ADJ
ațang	ADJ
atanga	ADJ
aţanga	ADJ
aṭanga	ADJ
aṭânga	ADJ
ațanga	ADJ
atangatein	ADJ
atangin	ADJ
atangin	ADP
atângin	ADJ
aţangin	ADJ
aṭangin	ADJ
aṭangin	ADP
aṭangín	ADJ
ațangin	ADJ
aṭangkai	ADJ
ațangkai	ADJ
ațanglai	ADJ
atangte	ADJ
aţangte	ADJ
aṭangte	ADJ
ațangte	ADJ
atangtea	ADJ
aṭangtea	ADJ
ațangtea	ADJ
atangtein	ADJ
aṭangtein	ADJ
ațangtein	ADJ
atangten	ADJ
atânpuia	VERB
atante	ADP
atânte	ADP
atap	VERB
aṭap	VERB
atar	VERB
atate	ADJ
atawp	ADJ
atawpa	ADJ
atchilh	VERB
âtchilh	VERB
ãtchilh	VERB
atchilhna	NOUN
âten	VERB
atha	ADJ
aṭha	ADJ
ațha	ADJ
athaka	ADJ
athaliin	ADJ
athalin	ADJ
athang	ADJ
athara	ADJ
atharin	ADJ
athawi	ADJ
athawiin	ADJ
athawktute	NOUN
atheipui	NOUN
athen	ADJ
aṭhen	ADJ
ațhen	ADJ
aṭhenah	ADJ
ațhenah	ADJ
athenawm	NOUN
aṭhenawm	NOUN
ațhenawm	NOUN
atheu	ADJ
athi	VERB
aṭhiante	NOUN
ațhiante	NOUN
athih	VERB
athikna	NOUN
athinlung	NOUN
athinlunga	NOUN
athisen	NOUN
athla	NOUN
athlahte	NOUN
athlak	VERB
athlawn	ADJ
athlâwn	ADJ
athlawna	ADJ
athlawnin	ADJ
athle	VERB
athleng	VERB
athlirtu	NOUN
athlunna	NOUN
atho	VERB
athu	VERB
athu	CCONJ
athuai	ADJ
at-huai	VERB
ât-huai	VERB
athuhriattirte	NOUN
athui	ADJ
athuin	ADJ
atih	ADJ
aṭih	ADJ
atihchhiatna	NOUN
atihlum	NOUN
atihsualnaah	ADJ
atinghet	VERB
atir	VERB
atîr	ADJ
atira	ADJ
atîra	ADJ
atirah	ADJ
atirin	ADJ
atîrin	ADJ
atithianghlim	VERB
atla	VERB
atlaktir	VERB
atlan	VERB
atlang	ADJ
atlangaupui	VERB
atlangvâl	ADJ
atlanna	ADJ
atlarin	ADJ
atlemte	ADJ
atna	NOUN
âtna	NOUN
atnaah	NOUN
âtnaah	NOUN
atphah	VERB
atthlak	VERB
atthlak	ADJ
atthlâk	ADJ
âtthlak	ADJ
âtthlâk	VERB
âtthlâk	ADJ
atthlaka	ADJ
âtthlakin	ADJ
atthlakzia	ADJ
âtthlâkzia	ADJ
attu	NOUN
âttu	NOUN
attuin	NOUN
atuam	VERB
atuamah	VERB
atuite	NOUN
atuk	NOUN
atûk	NOUN
atuka	NOUN
atukah	NOUN
atûkah	NOUN
atul	ADJ
atumna	NOUN
atzia	NOUN
atzia	ADJ
âtzia	NOUN
âtzia	ADJ
au	VERB
àu	VERB
âu	VERB
auchhuah	VERB
auchhuahna	NOUN
auchhuahpui	VERB
auchhuak	VERB
auchuak	VERB
august	NOUN
auh	VERB
auhin	VERB
auhla	NOUN
auhmun	NOUN
auhna	NOUN
auhsak	VERB
auhsawh	VERB
auhvin	VERB
auin	VERB
aukhawk	VERB
auna	NOUN
aunaupa	NOUN
aunaute	NOUN
aupui	NOUN
âupui	VERB
aupuiin	ADJ
aurawl	ADJ
aurinkhâwl	NOUN
aurinna	NOUN
aurualna	NOUN
authawm	NOUN
authâwm	NOUN
autir	VERB
avai	ADJ
avaiin	ADJ
avang	CCONJ
avâng	CCONJ
avanga	CCONJ
avànga	CCONJ
avânga	CCONJ
avangin	CCONJ
avângin	CCONJ
avangina	CCONJ
avângina	CCONJ
avangte	CCONJ
avângte	CCONJ
avangtea	CCONJ
avangtein	CCONJ
avângtein	CCONJ
avangten	CCONJ
avantlangho	ADJ
aveltu	NOUN
aw	NOUN
aw	VERB
aw	INTJ
aw	PART
âw	NOUN
âw	VERB
âw	PART
aw-ban	VERB
aw-beu	VERB
aw-bum	VERB
awchhang	ADJ
aw-fiak	ADJ
awh	NOUN
awh	VERB
awhawm	ADJ
awh-awm	VERB
awh-fak	ADJ
awh-fâk	ADJ
awh-fakawm	ADJ
awh-fâkawm	ADJ
awhhlum	VERB
awhhlumna	NOUN
awhhlumnaah	NOUN
awhhlumtir	VERB
awhna	NOUN
awhsan	VERB
awhthik	VERB
awhthîk	VERB
awhtir	VERB
awhtîr	VERB
awhtu	NOUN
awi	VERB
awi	INTJ
âwi	VERB
awiawm	ADJ
awih	VERB
awih	ADJ
âwih	VERB
âwih	ADJ
awih!	INTJ
awiha	VERB
âwiha	VERB
awihawm	ADJ
awih-awm	ADJ
âwihawm	ADJ
âwih-awm	ADJ
awihawmna	NOUN
awih-bakba-hai	ADJ
âwih-bakba-hâi	ADJ
awihin	ADJ
âwihin	ADJ
awihkai	NOUN
âwihkai	NOUN
âwihlo	VERB
âwihlohna	NOUN
awihlote	NOUN
awihna	NOUN
âwihna	NOUN
awihpang	NOUN
âwihpangte	NOUN
awihpui	VERB
âwihpui	VERB
awihsak	VERB
âwihsak	VERB
awihte	ADJ
awihthut	VERB
awihtir	VERB
âwihtîr	VERB
awihtirna	NOUN
awihtlan	VERB
awihtlan	ADJ
awihtlán	ADJ
awihtlân	VERB
âwihtlan	ADJ
âwihtlán	ADJ
âwihtlân	VERB
awihtu	NOUN
âwihtu	NOUN
awihtute	NOUN
âwihtute	NOUN
awihzia	ADJ
âwihzia	ADJ
awiin	VERB
awilo	VERB
awin	NOUN
âwin	NOUN
awi-ngek	NOUN
awi-ngék	NOUN
âwi-ngek	NOUN
âwi-ngék	NOUN
awk	NOUN
awk	VERB
awk	ADV
âwk	NOUN
âwk	VERB
awka	NOUN
aw-ka	NOUN
âwka	NOUN
âw-ka	NOUN
âwkâ	NOUN
awkaa	NOUN
awkâa	NOUN
awkhlum	VERB
âwkhlum	VERB
awkhrawl	ADJ
âwkhrâwl	ADJ
awki	NOUN
awkin	NOUN
âwkin	NOUN
awklem	NOUN
awk-lem	NOUN
âwk-lem	NOUN
awkna	NOUN
awkpa-ka	NOUN
âwkpa-kâ	NOUN
awksaral	ADJ
âwksarâl	ADJ
âwksarala	NOUN
âwksarâla	NOUN
awkte	NOUN
awl	VERB
awl	ADJ
áwl	VERB
àwl	VERB
awlah	ADJ
awlai	ADJ
awl-ai	ADJ
awl-ai-tak	ADJ
aw-lakna	NOUN
aw-lâkna	NOUN
aw-lan	NOUN
aw-lawi	ADJ
aw-làwi	ADJ
awle	NOUN
awle	INTJ
awlé	NOUN
awlepui	NOUN
âwlin	ADJ
awllen	VERB
awllên	VERB
awlleng	VERB
awllèng	VERB
áwlleng	VERB
áwllèng	VERB
awlrawt	NOUN
awlruk	VERB
awlsam	VERB
awlsam	ADJ
awlsamin	ADJ
awlsamna	NOUN
awlsamnaah	NOUN
awlsamte	ADJ
awlte	ADJ
awlthawn	VERB
awlthàwn	VERB
âwlthawn	VERB
âwlthàwn	VERB
awlthawng	VERB
awlthawng	ADJ
awlthàwng	VERB
âwlthawng	VERB
âwlthàwng	VERB
awltir	VERB
awltîr	VERB
awlzawk	ADJ
awm	NOUN
awm	VERB
awm	ADV
áwm	VERB
àwm	VERB
àwm	ADV
âwm	NOUN
âwm	VERB
awma	ADJ
âwma	ADJ
awmah	ADJ
âwmah	ADJ
awmahte	ADJ
awm-a-nei	NOUN
awmate	ADJ
awmâwlin	ADJ
awm-baw	VERB
awm-bâw	VERB
awmbawm	NOUN
awmbâwr	ADJ
awmbel	ADJ
âwmbel	ADJ
awmbela	NOUN
âwmbela	NOUN
awmbelah	ADJ
âwmbelah	ADJ
awmbo	VERB
awm-bo	VERB
awmchawp	VERB
awmchhun	ADJ
awmchhuna	ADJ
awmchhûng	ADJ
awmchhunga	ADJ
awmchhunte	ADJ
awmchilh	ADJ
awm-chilh	VERB
awmdan	ADJ
awm-dan	NOUN
awmdân	ADJ
awm-dân	NOUN
âwmdân	ADJ
awmdanah	ADJ
awmdante	ADJ
awmdânte	ADJ
awmdarh	ADJ
awm-do	NOUN
awm-do	VERB
awm-duai	VERB
awmdun	ADJ
awm-dung	NOUN
awm-dûng	NOUN
awm-ei	NOUN
âwm-ei	NOUN
awm-eng	NOUN
awm-êng	NOUN
awm-eu	VERB
awmfi-ruh	NOUN
âwmfi-ruh	NOUN
awm-fual	NOUN
awm-gne	ADJ
awm-gnê	ADJ
awm-he	VERB
awm-hè	VERB
awm-herh	ADJ
awm-hle-hle	VERB
awm-hlê-hlê	VERB
awmhlei	ADJ
awmhleina	NOUN
awmhlen	ADJ
awmhmun	NOUN
awm-hmun	NOUN
awmhmuna	NOUN
awmhmunah	ADJ
awmhmunte	NOUN
awm-hniang	ADJ
awm-hnun	NOUN
awmho	ADJ
awmhote	NOUN
awmhoten	NOUN
awmhotîr	VERB
awm-hpa	NOUN
awmhran	VERB
awmhrang	VERB
awm-hryau	NOUN
awm-hunchhung	NOUN
awm-hunchhûng	NOUN
awmin	CCONJ
âwmin	CCONJ
awmina	CCONJ
awmkhauh	ADJ
awm-khauh	ADJ
âwmkhauh	ADJ
âwm-khauh	ADJ
awmkhauhah	ADJ
awmkhauhna	NOUN
âwmkhauhna	NOUN
awmkhawhar	ADJ
awmkhawlo	VERB
awmkhawm	VERB
awmkhâwm	VERB
awmkhawmho	NOUN
awmkhawmhote	NOUN
awmkhawmna	NOUN
awmkhâwmna	NOUN
awmkhawmte	NOUN
awmkhawmtir	VERB
awm-krawh	NOUN
âwm-krawh	NOUN
awmlai	NOUN
awmlâi	NOUN
awmlaia	NOUN
awm-lai-leng	NOUN
awm-lai-lêng	NOUN
awm-lài-leng	NOUN
awm-lài-lêng	NOUN
awmleh	NOUN
awm-lei	NOUN
awm-lian	ADJ
awmlo	NOUN
awm-lo	ADJ
âwmlo	NOUN
awmloh	NOUN
awmlohna	NOUN
awmlohnaah	NOUN
awmlote	NOUN
âwmman	NOUN
awm-mar	VERB
awm-mâr	VERB
awmmawh	VERB
awmmawh	ADJ
awm-mawh	ADJ
awm-mei	NOUN
awm-mun	NOUN
awmna	NOUN
awm-na	NOUN
âwmnâ	NOUN
awmnaa	NOUN
awmnaah	ADJ
awmnaahte	ADJ
awmnana	ADJ
awmnate	NOUN
awmnem	ADJ
awm-nem	ADJ
awmnêm	ADJ
âwmnem	ADJ
âwmnêm	ADJ
