token	tag	source
ruah bawhawk	NOUN	phrase
ruah bing	NOUN	phrase
ruah bîng	NOUN	phrase
ruah do	NOUN	phrase
ruah hawng	NOUN	phrase
ruah hâwng	NOUN	phrase
ruah hawt	NOUN	phrase
ruah kung	NOUN	phrase
ruah loh	NOUN	phrase
ruah mal	NOUN	phrase
ruah mal te reuh te tea sur	NOUN	phrase
ruah mal te reuh tê têa sur	NOUN	phrase
ruah mual liam	NOUN	phrase
ruah pui	NOUN	phrase
ruah ruah	NOUN	phrase
ruah sî	NOUN	phrase
ruah tang sur	NOUN	phrase
ruah tham loh	NOUN	phrase
ruah ṭham loh	NOUN	phrase
ruah thimpui	NOUN	phrase
ruah tui	NOUN	phrase
ruah uap	NOUN	phrase
ruah varpui	NOUN	phrase
ruahpui far fep	NOUN	phrase
ruahpui van awn	NOUN	phrase
ruahpui vân âwn	NOUN	phrase
ruai awt	NOUN	phrase
ruai el	NOUN	phrase
ruai pu	NOUN	phrase
ruai tlan	NOUN	phrase
ruaklo thawina	NOUN	phrase
ruaklo thâwina	NOUN	phrase
rual tlan	NOUN	phrase
rual-ban lo	NOUN	phrase
ruang chaicheh thlak	NOUN	phrase
ruang hláwm	NOUN	phrase
ruang ruang	NOUN	phrase
ruh kawl	NOUN	phrase
ruh ngêt	NOUN	phrase
ruh no	NOUN	phrase
ruh rawp	NOUN	phrase
ruhseh pumthluk	NOUN	phrase
ruhseh pumthlûk	NOUN	phrase
ruk ru	NOUN	phrase
rul chu	NOUN	phrase
rul chuk	NOUN	phrase
rûl chuk	NOUN	phrase
rul hlai	NOUN	phrase
rul hlái	NOUN	phrase
rûl hlai	NOUN	phrase
rûl hlái	NOUN	phrase
rul hrik	NOUN	phrase
rûl hrik	NOUN	phrase
rul hut kawm	NOUN	phrase
rul hut pui	NOUN	phrase
rul ke nei	NOUN	phrase
rûl ke nei	NOUN	phrase
rul khawi mi	NOUN	phrase
rul khâwi mi	NOUN	phrase
rûl khâwi mi	NOUN	phrase
rul lu	NOUN	phrase
rul mit chaw	NOUN	phrase
rûl mit chaw	NOUN	phrase
rul ngan	NOUN	phrase
rul nghawngsen	NOUN	phrase
rul pui chet	NOUN	phrase
rul rul	NOUN	phrase
rul tawn	NOUN	phrase
rul tawng	NOUN	phrase
rul thihna	NOUN	phrase
rul tleng	NOUN	phrase
rûl tleng	NOUN	phrase
rul tukna hmun	NOUN	phrase
rul vankai	NOUN	phrase
rul vânkai	NOUN	phrase
rula raw neih	NOUN	phrase
rûla raw neih	NOUN	phrase
rulh tlak	NOUN	phrase
rulh tlâk	NOUN	phrase
rulhut damdawi	NOUN	phrase
rûlhût damdawi	NOUN	phrase
rulhut kawm	NOUN	phrase
rûlhût kawm	NOUN	phrase
rulhut pai	NOUN	phrase
rulhut pâi	NOUN	phrase
rûlhût pai	NOUN	phrase
rûlhût pâi	NOUN	phrase
rulpui chet	NOUN	phrase
rûlpui chet	NOUN	phrase
rulpui lu din	NOUN	phrase
rultuha zawng ral	NOUN	phrase
rultuha zawng râl	NOUN	phrase
rûltuha zawng ral	NOUN	phrase
rûltuha zawng râl	NOUN	phrase
rum rum	NOUN	phrase
rum rut	NOUN	phrase
rûn dal	NOUN	phrase
run lui	NOUN	phrase
rûn lui a lehluan hma chu	NOUN	phrase
run luih	NOUN	phrase
run phek	NOUN	phrase
run phêk	NOUN	phrase
rûn phek	NOUN	phrase
rûn phêk	NOUN	phrase
run thlakin	NOUN	phrase
run thlâkin	NOUN	phrase
run tuk thia	NOUN	phrase
rungmal ang	NOUN	phrase
rut rut	NOUN	phrase
rût rût	NOUN	phrase
sa a tla	NOUN	phrase
sa aih	NOUN	phrase
sâ aih	NOUN	phrase
sa awk chemtah	NOUN	phrase
sa âwk chemtah	NOUN	phrase
sa awk tawl	NOUN	phrase
sa awk ṭawl	NOUN	phrase
sa âwk tâwl	NOUN	phrase
sa âwk ṭâwl	NOUN	phrase
sa be buh ngên	NOUN	phrase
sa be reka khuang kaih	NOUN	phrase
sa bebuh	NOUN	phrase
sa bia	NOUN	phrase
sa biak	NOUN	phrase
sa chan chem	NOUN	phrase
sa chhe pa	NOUN	phrase
sa chhuak	NOUN	phrase
sa dai	NOUN	phrase
sa dai thiat	NOUN	phrase
sa dar	NOUN	phrase
sa dâr	NOUN	phrase
sa dawi	NOUN	phrase
sa duar da	NOUN	phrase
sa duarda	NOUN	phrase
sa fe	NOUN	phrase
sa fe tumbung	NOUN	phrase
sa fe tumbung rang	NOUN	phrase
sa fe tumbung râng	NOUN	phrase
sa fei	NOUN	phrase
sa hauh	NOUN	phrase
sa hel ei	NOUN	phrase
sa hliam	NOUN	phrase
sa hliam um	NOUN	phrase
sa hlin	NOUN	phrase
sa hlut	NOUN	phrase
sa hnephnawl	NOUN	phrase
sa hring	NOUN	phrase
sa hu sual	NOUN	phrase
sa huai tia	NOUN	phrase
sa huai tla	NOUN	phrase
sa huan	NOUN	phrase
sa kap	NOUN	phrase
sa kâp	NOUN	phrase
sa kap thei	NOUN	phrase
sa kâp thei	NOUN	phrase
sa kap-thei	NOUN	phrase
sa kawchhung	NOUN	phrase
sa kawchhung hai	NOUN	phrase
sa kawl	NOUN	phrase
sa kâwl	NOUN	phrase
sa khai	NOUN	phrase
sa khal	NOUN	phrase
sa khan	NOUN	phrase
sa lii tui phuh	NOUN	phrase
sa lu cher	NOUN	phrase
sa mur mur	NOUN	phrase
sa pa tal	NOUN	phrase
sa pawk	NOUN	phrase
sa pel	NOUN	phrase
sa pêl	NOUN	phrase
sa phit	NOUN	phrase
sa phît	NOUN	phrase
sa phu	NOUN	phrase
sa phû	NOUN	phrase
sa phun	NOUN	phrase
sa phung	NOUN	phrase
sa phûng	NOUN	phrase
sa phut	NOUN	phrase
sa rik	NOUN	phrase
sa rikin	NOUN	phrase
sa ril	NOUN	phrase
sa rîl	NOUN	phrase
sa ruak	NOUN	phrase
sa ruakin	NOUN	phrase
sa rual	NOUN	phrase
sa ruh	NOUN	phrase
sa sa	NOUN	phrase
sa seh	NOUN	phrase
sa serh	NOUN	phrase
sa tahchhuak pek ang	NOUN	phrase
sa ṭahchhuak pek ang	NOUN	phrase
sa tawl	NOUN	phrase
sa te	NOUN	phrase
sa te thang	NOUN	phrase
sa teh	NOUN	phrase
sa thang	NOUN	phrase
sa thing zar	NOUN	phrase
sa thi-thun	NOUN	phrase
sa thlah	NOUN	phrase
sa tlaw	NOUN	phrase
sa tui dak	NOUN	phrase
sa tui-dak	NOUN	phrase
sa ṭum	NOUN	phrase
sa ui tan	NOUN	phrase
sa um	NOUN	phrase
sa um bur	NOUN	phrase
sa um bûr	NOUN	phrase
sa um dil din	NOUN	phrase
sa va	NOUN	phrase
sa-bawp man	NOUN	phrase
sa-be-buh ngen	NOUN	phrase
sa-be-buh ngên	NOUN	phrase
sa-be-reka khuang kaih	NOUN	phrase
sabuai ei	NOUN	phrase
sabuai hlo	NOUN	phrase
sabual ei	NOUN	phrase
sabual hlo	NOUN	phrase
sabual man	NOUN	phrase
sachhe thau	NOUN	phrase
sachhe thâu	NOUN	phrase
sachhe thau hun	NOUN	phrase
sadai ek	NOUN	phrase
sadai êk	NOUN	phrase
sadâi ek	NOUN	phrase
sadâi êk	NOUN	phrase
sah chhum	NOUN	phrase
sah hai	NOUN	phrase
sah hâi	NOUN	phrase
sah lam	NOUN	phrase
sah rek	NOUN	phrase
sah san	NOUN	phrase
sah sat bur	NOUN	phrase
sah sin	NOUN	phrase
sah thlau	NOUN	phrase
sah zum	NOUN	phrase
sahal khai	NOUN	phrase
sahal khâi	NOUN	phrase
sahbuak khum	NOUN	phrase
sahdah rui	NOUN	phrase
sahdah ruih	NOUN	phrase
sahdah vaihlo	NOUN	phrase
sahdah zial	NOUN	phrase
sahdal dai theu	NOUN	phrase
sahdal dâi theu	NOUN	phrase
sahdal thang	NOUN	phrase
sa-hliam um	NOUN	phrase
sa-hliam ûm	NOUN	phrase
sahmim bang	NOUN	phrase
sahmim tipuar	NOUN	phrase
sahmîm tipuar	NOUN	phrase
sahmul phah thia	NOUN	phrase
sahmul phah thla	NOUN	phrase
sahmul puan	NOUN	phrase
sahmul tho	NOUN	phrase
sahriak bur	NOUN	phrase
sahriak bûr	NOUN	phrase
sahriak hnawih	NOUN	phrase
sahriak thih	NOUN	phrase
sahriak um	NOUN	phrase
sahriak ûm	NOUN	phrase
sahuai hrui	NOUN	phrase
sahuai ni do ang	NOUN	phrase
sai ar	NOUN	phrase
sâi âr	NOUN	phrase
sai dai	NOUN	phrase
sai ek hlo	NOUN	phrase
sâi ek hlo	NOUN	phrase
sai ek phung	NOUN	phrase
sai ek phûng	NOUN	phrase
sai ha	NOUN	phrase
sai ham khek	NOUN	phrase
sai ham khèk	NOUN	phrase
sai hate	NOUN	phrase
sai hlit	NOUN	phrase
sai hlît	NOUN	phrase
sai hri	NOUN	phrase
sai hum	NOUN	phrase
sai khup	NOUN	phrase
sai lu tar	NOUN	phrase
sai man hnang	NOUN	phrase
sai man thing	NOUN	phrase
sai nghâ	NOUN	phrase
sai nghó	NOUN	phrase
sai padawp	NOUN	phrase
sai padâwp	NOUN	phrase
sai pan	NOUN	phrase
sai pân	NOUN	phrase
sai phah	NOUN	phrase
sai phaw	NOUN	phrase
sai ram chhuah	NOUN	phrase
sai ram chhuak	NOUN	phrase
sai sa	NOUN	phrase
sai tawm	NOUN	phrase
sai tâwm	NOUN	phrase
sai ṭawm	NOUN	phrase
sai ṭâwm	NOUN	phrase
sai thei	NOUN	phrase
sai thi	NOUN	phrase
sai thî	NOUN	phrase
sai ṭhi	NOUN	phrase
sai ṭhî	NOUN	phrase
sai tûr	NOUN	phrase
saiha bengbeh	NOUN	phrase
saihlum tum	NOUN	phrase
saihlum turn	NOUN	phrase
saihnap thleng	NOUN	phrase
saiip puan	NOUN	phrase
sailo ni chuang kal	NOUN	phrase
saipir khap	NOUN	phrase
saipir khâp	NOUN	phrase
sairawkherh phan	NOUN	phrase
sairil bawn	NOUN	phrase
sa-kawchhung hai	NOUN	phrase
sakawl chaw ei	NOUN	phrase
sakawr chi	NOUN	phrase
sakawr tawlailir	NOUN	phrase
sakawr zin	NOUN	phrase
sakei bakbuk	NOUN	phrase
sakei ek beng	NOUN	phrase
sakei êk beng	NOUN	phrase
sakei fal	NOUN	phrase
sakei hnute	NOUN	phrase
sakei kar	NOUN	phrase
sakei kut hriakna	NOUN	phrase
sakei kut hrukna	NOUN	phrase
sakei kut hrûkna	NOUN	phrase
sakei tlak	NOUN	phrase
sakei u	NOUN	phrase
sakhaw bia	NOUN	phrase
sakhaw biak	NOUN	phrase
sakhaw hren	NOUN	phrase
sakhaw lik	NOUN	phrase
sakhaw mi	NOUN	phrase
sakhi bawpbai	NOUN	phrase
sakhi childiah	NOUN	phrase
sakhi ni	NOUN	phrase
sakhi thei	NOUN	phrase
sal tang	NOUN	phrase
salu man	NOUN	phrase
sam bu	NOUN	phrase
sam chhawlleng	NOUN	phrase
sam chhe	NOUN	phrase
sam dum	NOUN	phrase
sam et in	NOUN	phrase
sam thawlh	NOUN	phrase
sam thlah	NOUN	phrase
sam tho	NOUN	phrase
sam thur	NOUN	phrase
sam til	NOUN	phrase
sam ṭil	NOUN	phrase
sam tuak	NOUN	phrase
sam ṭuak	NOUN	phrase
sam vai dih	NOUN	phrase
sam zai	NOUN	phrase
sam zai sin	NOUN	phrase
sam zai sîn	NOUN	phrase
san pa	NOUN	phrase
san pe	NOUN	phrase
san pè	NOUN	phrase
san pek	NOUN	phrase
sana khawl	NOUN	phrase
sang mar	NOUN	phrase
sang sang	NOUN	phrase
sangai khawng hrang	NOUN	phrase
sangal khawng hrang	NOUN	phrase
sangawi zawnpui	NOUN	phrase
sangawi zàwnpui	NOUN	phrase
sangâwi zawnpui	NOUN	phrase
sangha awt chiah	NOUN	phrase
sangha âwt chiah	NOUN	phrase
sangha chhia	NOUN	phrase
sangha hál	NOUN	phrase
sangha hâl	NOUN	phrase
sangha kep	NOUN	phrase
sangha mantu	NOUN	phrase
sangha pangparh	NOUN	phrase
sangha pângparh	NOUN	phrase
sangha thlawkthei	NOUN	phrase
sangha thlâwkthei	NOUN	phrase
sangha vurting	NOUN	phrase
sangha-awt chiah	NOUN	phrase
sangha-âwt chiah	NOUN	phrase
sanghal hriama pa	NOUN	phrase
sanghal mai	NOUN	phrase
sanghal ngho	NOUN	phrase
sanghal pa chet	NOUN	phrase
sanghar ar rawh	NOUN	phrase
sanghar âr rawh	NOUN	phrase
sanghar kuai	NOUN	phrase
sanghar kuaite	NOUN	phrase
sanghar kuaitê	NOUN	phrase
sanghar thang	NOUN	phrase
sanghar thang ngul	NOUN	phrase
sanghar vaibel	NOUN	phrase
sanghar vaibêl	NOUN	phrase
sanghawng sang	NOUN	phrase
sanghâwng sâng	NOUN	phrase
santen benvawn	NOUN	phrase
santen vei	NOUN	phrase
sap bawkbawn	NOUN	phrase
sap bawkbàwn	NOUN	phrase
sâp bawkbawn	NOUN	phrase
sâp bawkbàwn	NOUN	phrase
sap samtawk	NOUN	phrase
sap samṭawk	NOUN	phrase
sáp samtawk	NOUN	phrase
sáp samṭawk	NOUN	phrase
sap thei	NOUN	phrase
sa-pa vah	NOUN	phrase
sapel mi	NOUN	phrase
sapêl mi	NOUN	phrase
saph ung kui	NOUN	phrase
saphai ham puar	NOUN	phrase
saphai ruang	NOUN	phrase
saphi hrik	NOUN	phrase
saphihrik thei	NOUN	phrase
saphu hawn	NOUN	phrase
saphu hàwn	NOUN	phrase
saphu khur	NOUN	phrase
saphu kua	NOUN	phrase
saphung kui	NOUN	phrase
saphûng kûi	NOUN	phrase
sapial tlat	NOUN	phrase
sapui thlah	NOUN	phrase
sar hu lai	NOUN	phrase
sar hû lai	NOUN	phrase
sar thi	NOUN	phrase
sâr thi	NOUN	phrase
sar thih	NOUN	phrase
sar zam	NOUN	phrase
sâr zâm	NOUN	phrase
sarai dar	NOUN	phrase
sarai dâr	NOUN	phrase
sar-hu lai	NOUN	phrase
sar-hû lai	NOUN	phrase
sâr-hu lai	NOUN	phrase
sâr-hû lai	NOUN	phrase
sari tawm	NOUN	phrase
sat thlau	NOUN	phrase
sate ek	NOUN	phrase
sate êk	NOUN	phrase
sa-te thang	NOUN	phrase
sate vaibel	NOUN	phrase
sate vaibêl	NOUN	phrase
satel kawr	NOUN	phrase
satel lam	NOUN	phrase
satel tui	NOUN	phrase
sathar kham	NOUN	phrase
sathau khawnvar	NOUN	phrase
sathau khawnvàr	NOUN	phrase
sathau khâwnvar	NOUN	phrase
sathau khâwnvàr	NOUN	phrase
sauh sauh	NOUN	phrase
sa-um bûr	NOUN	phrase
sa-um fian	NOUN	phrase
saum hnawih	NOUN	phrase
sava bu hual	NOUN	phrase
sava bu la	NOUN	phrase
sava bu lâ	NOUN	phrase
sava bu lak	NOUN	phrase
sava hmui	NOUN	phrase
sava hmul	NOUN	phrase
sava note	NOUN	phrase
sava tui	NOUN	phrase
savawm bu hreu	NOUN	phrase
savawm fal	NOUN	phrase
savawm fung	NOUN	phrase
savawm hnam	NOUN	phrase
savawm tlak	NOUN	phrase
savawm tlâk	NOUN	phrase
savei chawi	NOUN	phrase
savun hnam	NOUN	phrase
sawh bawl	NOUN	phrase
sawh rual	NOUN	phrase
sawi pawr	NOUN	phrase
sawi sen loh	NOUN	phrase
sawi ser	NOUN	phrase
sawi ṭawp	NOUN	phrase
sawi ṭàwp	NOUN	phrase
sawi thar	NOUN	phrase
sawi thawi	NOUN	phrase
sawi thâwi	NOUN	phrase
sawk sawk	NOUN	phrase
sâwl pâwn	NOUN	phrase
sawm leh pahnih	NOUN	phrase
sawng hawi	NOUN	phrase
sawntlung lei	NOUN	phrase
sawntlung pawng	NOUN	phrase
sawp rawp	NOUN	phrase
sawrkarna chang	NOUN	phrase
sazu thei	NOUN	phrase
sazu theipui	NOUN	phrase
sazuk buh	NOUN	phrase
sazuk nghawng	NOUN	phrase
sazuk nghawng hlap	NOUN	phrase
se chaih	NOUN	phrase
se chhu dawm	NOUN	phrase
se chhun	NOUN	phrase
se ek	NOUN	phrase
se êk	NOUN	phrase
se hrui sât chat	NOUN	phrase
se khupthur	NOUN	phrase
se khupthûr	NOUN	phrase
se ki	NOUN	phrase
se kibuhchhuak	NOUN	phrase
sé lé	NOUN	phrase
se lem chaih	NOUN	phrase
se lu	NOUN	phrase
se lu phan	NOUN	phrase
se lu tun	NOUN	phrase
se lu ṭun	NOUN	phrase
se luhrui	NOUN	phrase
se no hruai	NOUN	phrase
se note	NOUN	phrase
se notê	NOUN	phrase
se pa	NOUN	phrase
se pa chai	NOUN	phrase
se pa chal	NOUN	phrase
se pa tir	NOUN	phrase
se pa tuai	NOUN	phrase
se pal ram	NOUN	phrase
se peng	NOUN	phrase
se puan	NOUN	phrase
se pui	NOUN	phrase
se pui ruah do	NOUN	phrase
se pumpui	NOUN	phrase
se rap	NOUN	phrase
se sea thu la	NOUN	phrase
se thi ral	NOUN	phrase
se thi râl	NOUN	phrase
se thlam	NOUN	phrase
se thlàm	NOUN	phrase
se vun	NOUN	phrase
se zawl chhuah	NOUN	phrase
sechal hling	NOUN	phrase
sechal hlîng	NOUN	phrase
sechal thingbar	NOUN	phrase
sechal thingbâr	NOUN	phrase
sechal zun	NOUN	phrase
sechhu dawm	NOUN	phrase
sedai theu	NOUN	phrase
seh hmeh	NOUN	phrase
seh kawh	NOUN	phrase
seh sen	NOUN	phrase
seh thak	NOUN	phrase
sei fe	NOUN	phrase
sei hlei pawt thla	NOUN	phrase
sei lian	NOUN	phrase
sek sek	NOUN	phrase
sék sék	NOUN	phrase
sekhawn han	NOUN	phrase
seki khawng	NOUN	phrase
sele buh	NOUN	phrase
sele khaw-fang	NOUN	phrase
se-lem chaih	NOUN	phrase
selu lawk	NOUN	phrase
selu lâwk	NOUN	phrase
selvang bâl	NOUN	phrase
sem darh	NOUN	phrase
sem rual	NOUN	phrase
sen lar	NOUN	phrase
sen leh so	NOUN	phrase
sen loh	NOUN	phrase
sen no	NOUN	phrase
sen sa	NOUN	phrase
sen te lek	NOUN	phrase
sen te lék	NOUN	phrase
sen te lik	NOUN	phrase
sen tet lai	NOUN	phrase
sen têt lai	NOUN	phrase
seng lo	NOUN	phrase
sêng lo	NOUN	phrase
seng ma tawk	NOUN	phrase
seng ma tâwk	NOUN	phrase
se-no hruai	NOUN	phrase
senso thlak	NOUN	phrase
sen-tet lai	NOUN	phrase
sen-têt lai	NOUN	phrase
sèn-tet lai	NOUN	phrase
sèn-têt lai	NOUN	phrase
sep sep	NOUN	phrase
sêp sêp	NOUN	phrase
se-pa chal	NOUN	phrase
se-pa tuai	NOUN	phrase
se-pal ram	NOUN	phrase
ser ser	NOUN	phrase
serh leh sang	NOUN	phrase
serh tan	NOUN	phrase
seu so	NOUN	phrase
seuh seuh	NOUN	phrase
si aia	NOUN	phrase
si ar	NOUN	phrase
si âr	NOUN	phrase
si dah	NOUN	phrase
si hek	NOUN	phrase
si hlo	NOUN	phrase
si hneh	NOUN	phrase
si kawikap	NOUN	phrase
si kawikâp	NOUN	phrase
si kawlh rui	NOUN	phrase
si kawlhrut	NOUN	phrase
si kawlhrût	NOUN	phrase
si kâwlhrut	NOUN	phrase
si kâwlhrût	NOUN	phrase
si kawlhurui	NOUN	phrase
si loh vin	NOUN	phrase
si lu lam	NOUN	phrase
si lu nil	NOUN	phrase
si phur	NOUN	phrase
si phurh	NOUN	phrase
si rawkuai	NOUN	phrase
si sawp	NOUN	phrase
si se	NOUN	phrase
si se a che	NOUN	phrase
si sil	NOUN	phrase
si sip	NOUN	phrase
si tai	NOUN	phrase
si vahluk	NOUN	phrase
siai suah	NOUN	phrase
siak hluai	NOUN	phrase
siaknei kal	NOUN	phrase
sial chhun	NOUN	phrase
siâl chhun	NOUN	phrase
sial lam dar	NOUN	phrase
siali khaw mawiah	NOUN	phrase
siâli khaw mawiah	NOUN	phrase
sialinu chhu hmin	NOUN	phrase
sial-lam dar	NOUN	phrase
siâl-lâm dâr	NOUN	phrase
siam mihring	NOUN	phrase
siang lawi	NOUN	phrase
siang lâwi	NOUN	phrase
siau vah	NOUN	phrase
sih sawm	NOUN	phrase
sih siam	NOUN	phrase
sik leh sa	NOUN	phrase
sik sawm	NOUN	phrase
sikpu i	NOUN	phrase
sikserh vei	NOUN	phrase
sil awng	NOUN	phrase
sil hmun	NOUN	phrase
sil urh	NOUN	phrase
sil ûrh	NOUN	phrase
silai beng thleng	NOUN	phrase
silai beng-thleng	NOUN	phrase
silai cheng	NOUN	phrase
silai dawt	NOUN	phrase
silai dâwt	NOUN	phrase
silai hawlh fung	NOUN	phrase
silai hawlh-fung	NOUN	phrase
silai hlo	NOUN	phrase
silai hmeh perna	NOUN	phrase
silai hnawhna	NOUN	phrase
silai kar	NOUN	phrase
silai kaw herh	NOUN	phrase
silai kawm	NOUN	phrase
silai kâwm	NOUN	phrase
silai kepte	NOUN	phrase
silai kêpte	NOUN	phrase
silai kua	NOUN	phrase
silai kurkuum	NOUN	phrase
silai kûrkuum	NOUN	phrase
silai li pui	NOUN	phrase
silai lipui	NOUN	phrase
silai li-pui	NOUN	phrase
silai lite	NOUN	phrase
silai mawng thun	NOUN	phrase
silai mawngpheng	NOUN	phrase
silai mu	NOUN	phrase
silai mu leng lak	NOUN	phrase
silai mu lêng lak	NOUN	phrase
silai ngul	NOUN	phrase
silai phir	NOUN	phrase
silai phîr	NOUN	phrase
silai piallung	NOUN	phrase
silai thochuan	NOUN	phrase
silai thun	NOUN	phrase
silai uilei	NOUN	phrase
silai ulhbun	NOUN	phrase
silai zawn	NOUN	phrase
silh leh fen	NOUN	phrase
silh leh fên	NOUN	phrase
silk hlo	NOUN	phrase
silt silt	NOUN	phrase
simei khu	NOUN	phrase
sin sen	NOUN	phrase
sir tluk	NOUN	phrase
sîr tluk	NOUN	phrase
sîr tlûk	NOUN	phrase
sir tuak	NOUN	phrase
sir ṭuak	NOUN	phrase
siruk la	NOUN	phrase
siruk lain	NOUN	phrase
sisep khawng	NOUN	phrase
sisep khâwng	NOUN	phrase
sisèp khâwng	NOUN	phrase
su daw	NOUN	phrase
su dawl	NOUN	phrase
su hang	NOUN	phrase
su hâng	NOUN	phrase
sù hang	NOUN	phrase
sù hâng	NOUN	phrase
su thlu	NOUN	phrase
suah sual	NOUN	phrase
suahsuâl ching	NOUN	phrase
suahsual pumhmawm	NOUN	phrase
suaksual pumhmawm	NOUN	phrase
suaksuâl pumhmawm	NOUN	phrase
sualna khuh	NOUN	phrase
suâm hmang	NOUN	phrase
suán chhung	NOUN	phrase
suán chhúng	NOUN	phrase
suan uri nu	NOUN	phrase
suan ûri nu	NOUN	phrase
suàn uri nu	NOUN	phrase
suàn ûri nu	NOUN	phrase
suan uri nu hlam	NOUN	phrase
suan ûri nu hlam	NOUN	phrase
suàn ûri nu hlam	NOUN	phrase
suang lungpui	NOUN	phrase
suan-uri-nu hlam	NOUN	phrase
suan-ûri-nu hlam	NOUN	phrase
suàn-uri-nu hlam	NOUN	phrase
suàn-ûri-nu hlam	NOUN	phrase
suar suar	NOUN	phrase
suár tluan	NOUN	phrase
suh se	NOUN	phrase
suh u	NOUN	phrase
suih chhing	NOUN	phrase
suih fin	NOUN	phrase
suih lungleng	NOUN	phrase
suih lunglêng	NOUN	phrase
suih pangthuam	NOUN	phrase
suih pangthuani	NOUN	phrase
suih pawr	NOUN	phrase
suih sual	NOUN	phrase
suih tak	NOUN	phrase
suih tungtu rit	NOUN	phrase
suih tungtu rut	NOUN	phrase
suih tungtu rût	NOUN	phrase
suih tungtu-rût	NOUN	phrase
suih zawm	NOUN	phrase
suk buk lema su	NOUN	phrase
sûk bûk lema sû	NOUN	phrase
suk buk len	NOUN	phrase
suk buk lên	NOUN	phrase
sûk bûk len	NOUN	phrase
sûk bûk lên	NOUN	phrase
suk chen	NOUN	phrase
suk chên	NOUN	phrase
sûk chen	NOUN	phrase
sûk chên	NOUN	phrase
suk chin	NOUN	phrase
suk durna	NOUN	phrase
sûk durna	NOUN	phrase
sûk dûrna	NOUN	phrase
suk hlo	NOUN	phrase
sûk hlo	NOUN	phrase
suk lem	NOUN	phrase
sûk lem	NOUN	phrase
suk tlawng	NOUN	phrase
suk-buk lema su	NOUN	phrase
sûk-bûk lema sû	NOUN	phrase
sukchin zu	NOUN	phrase
sukthlek dan	NOUN	phrase
sukthlek dân	NOUN	phrase
sukthlêk dan	NOUN	phrase
sukthlêk dân	NOUN	phrase
sûkthlek dan	NOUN	phrase
sûkthlek dân	NOUN	phrase
sul a lam	NOUN	phrase
sûl a lam	NOUN	phrase
sum hlum	NOUN	phrase
sùm hlum	NOUN	phrase
sum hnar	NOUN	phrase
sum hnâr	NOUN	phrase
sum hrul	NOUN	phrase
sum hrûl	NOUN	phrase
sum khawl	NOUN	phrase
sum khâwl	NOUN	phrase
sum lai tan	NOUN	phrase
sum lawm	NOUN	phrase
sum lâwm	NOUN	phrase
sum leh pai	NOUN	phrase
sum lu	NOUN	phrase
sum lú	NOUN	phrase
sum lû	NOUN	phrase
sum pei	NOUN	phrase
sum peipung	NOUN	phrase
sum suih	NOUN	phrase
sum tesep	NOUN	phrase
sum zial	NOUN	phrase
sumdawng lawng	NOUN	phrase
sumdeng zu	NOUN	phrase
sumdeng zû	NOUN	phrase
sumdêng zu	NOUN	phrase
sumdêng zû	NOUN	phrase
sumhmun bang	NOUN	phrase
sumhmun bang thlang	NOUN	phrase
sumhnar chhu chat	NOUN	phrase
sumhnâr chhu chat	NOUN	phrase
sûmkar nei lo	NOUN	phrase
sûmkàr nei lo	NOUN	phrase
sun sun	NOUN	phrase
sunhlu kungah thei dang a rah thei lo	NOUN	phrase
sut awng	NOUN	phrase
sut âwng	NOUN	phrase
sut kuak	NOUN	phrase
sut thluk	NOUN	phrase
sut thlûk	NOUN	phrase
sut zo ai	NOUN	phrase
suvel ban	NOUN	phrase
suvêl ban	NOUN	phrase
sûvel ban	NOUN	phrase
sûvêl ban	NOUN	phrase
suvel ke	NOUN	phrase
suvêl ke	NOUN	phrase
ṭah awh	NOUN	phrase
țah awh	NOUN	phrase
tah chhan	NOUN	phrase
ṭah fei	NOUN	phrase
țah fei	NOUN	phrase
tah hla	NOUN	phrase
țâi darh	NOUN	phrase
tai lai	NOUN	phrase
tai rai nghawr	NOUN	phrase
ṭai ṭai	NOUN	phrase
țai țai	NOUN	phrase
tai thar hun	NOUN	phrase
taih thluk	NOUN	phrase
taihmak chhuah	NOUN	phrase
tak tak	NOUN	phrase
țâlh țâlh	NOUN	phrase
taltawp hnam	NOUN	phrase
tam chin	NOUN	phrase
tam hneh	NOUN	phrase
tam lak	NOUN	phrase
tam se ek	NOUN	phrase
ṭam se ek	NOUN	phrase
țam se ek	NOUN	phrase
tam se-ek	NOUN	phrase
ṭam tlan	NOUN	phrase
țam tlan	NOUN	phrase
tam uih	NOUN	phrase
ṭam uih	NOUN	phrase
țam uih	NOUN	phrase
tam um	NOUN	phrase
ṭam um	NOUN	phrase
țam um	NOUN	phrase
tam vakawl	NOUN	phrase
tampui mitthi	NOUN	phrase
ṭampui mitthi	NOUN	phrase
țampui mitthi	NOUN	phrase
țâmpui mitthi	NOUN	phrase
tampui rep	NOUN	phrase
tampui rêp	NOUN	phrase
ṭampui rep	NOUN	phrase
ṭampui rêp	NOUN	phrase
țâmpui tuar	NOUN	phrase
țan am	NOUN	phrase
țan âm	NOUN	phrase
tan baw	NOUN	phrase
tanbaw chhu	NOUN	phrase
ṭang ho	NOUN	phrase
țang ho	NOUN	phrase
țang khawm	NOUN	phrase
țang nêm	NOUN	phrase
țang nghet	NOUN	phrase
țâng țhen	NOUN	phrase
țang tir	NOUN	phrase
ṭang vak	NOUN	phrase
țang vak	NOUN	phrase
