token	tag	source
a	NOUN	word
a	PRON	word
a	PART	word
a	PART	word
a	INTJ	word
ă	VERB	word
ã	ADJ	word
abalangin	ADJ	word
abang	ADJ	word
abâng	NOUN	word
abannate	NOUN	word
abansan	VERB	word
abawhchhiat	ADJ	word
abawhtu	NOUN	word
abâwih	VERB	word
abawihnu	NOUN	word
abawk	NOUN	word
abawkkhup	VERB	word
abawkte	NOUN	word
abekbawrah	ADJ	word
abengah	ADJ	word
abiak	ADJ	word
abihrukna	NOUN	word
abika	ADJ	word
abikin	ADJ	word
abiling	ADJ	word
abiru	VERB	word
abuah	ADJ	word
achak	ADJ	word
achakna	NOUN	word
achawk	VERB	word
achha	ADP	word
achhâ	ADP	word
achhan	ADJ	word
achhang	VERB	word
achhapah	ADJ	word
achhe	ADJ	word
achhia	ADJ	word
achhiahhlawh	NOUN	word
achhiatna	NOUN	word
achhip	ADJ	word
achhuah	VERB	word
achhuhsak	VERB	word
achhun	VERB	word
achhûn	ADJ	word
achhunga	ADJ	word
achhûngkua	NOUN	word
achhûngte	NOUN	word
achhunzanin	ADJ	word
achiahhlawhte	NOUN	word
achim	ADJ	word
achin	ADJ	word
achina	ADJ	word
achinah	ADJ	word
a-chinah	ADV	word
achipuite	NOUN	word
achuang	NOUN	word
achuangin	ADJ	word
achung	ADJ	word
achunga	ADJ	word
achungah	ADJ	word
achutah	ADJ	word
adama	NOUN	word
ah	VERB	word
ah	ADV	word
ahâlral	NOUN	word
ahangin	ADV	word
ahângin	ADV	word
ahara	ADJ	word
ahâwnga	ADJ	word
ahimna	NOUN	word
ah-khaih	INTJ	word
ahlaia	ADJ	word
ahlau	ADJ	word
ahlauhawm	ADJ	word
ahlauthawng	ADJ	word
ahlawh	NOUN	word
ahlawhtlintir	ADJ	word
ahlei	ADJ	word
ahleih	ADJ	word
ahleih	ADV	word
ahlim	ADJ	word
ahluanah	ADJ	word
ahmaa	ADJ	word
ahmaah	ADJ	word
ahmaia	ADJ	word
ahmang	ADJ	word
ahmangaih	ADJ	word
ahmangaihna	NOUN	word
ahmanrua	NOUN	word
ahmasâng	ADJ	word
ahmawr	ADJ	word
ahmei	ADJ	word
ahmel	NOUN	word
ahmêl	NOUN	word
ahmin	ADJ	word
ahming	ADJ	word
ahminga	ADJ	word
ahmingah	ADJ	word
ahminghliau	ADJ	word
ahmuh	ADJ	word
ahmuhtir	ADJ	word
ahmuia	ADJ	word
ahmun	NOUN	word
ahmusitin	ADJ	word
ahnah	NOUN	word
ahnam	NOUN	word
ahnehchhiahin	ADJ	word
ahnehin	ADJ	word
ahnehtir	VERB	word
ahnêka	ADJ	word
ahnekin	ADJ	word
ahnekin	ADV	word
ahnêkin	ADJ	word
ahnêkin	ADV	word
ahnên	ADJ	word
ahnêna	ADJ	word
ahnenah	ADJ	word
ahnênah	ADJ	word
ahnim	VERB	word
ahnu	ADJ	word
ahnu	CCONJ	word
ahnû	ADJ	word
ahnua	ADJ	word
ahnu-hmanah	ADV	word
ahnuin	ADJ	word
ahnuin	CCONJ	word
ahnuk	VERB	word
ahoa	ADJ	word
ahote	NOUN	word
ahova	NOUN	word
ahrang	ADJ	word
ahrangin	ADJ	word
ahriamhrei	ADJ	word
ahriat	ADJ	word
ahriatin	ADJ	word
ahriattir	ADJ	word
ahring	VERB	word
ahruai	VERB	word
ahrui	NOUN	word
ahte	ADJ	word
ahtu	ADJ	word
ahuan	ADJ	word
ahuat	ADJ	word
ahuh	ADJ	word
ahum	ADJ	word
ahunchhan	NOUN	word
ahung	VERB	word
ahuntir	VERB	word
ahup	VERB	word
ai	NOUN	word
ai	VERB	word
ai	ADP	word
ái	VERB	word
ài	VERB	word
âi	NOUN	word
âi	VERB	word
âi	ADP	word
aiah	ADJ	word
aiah	ADP	word
âiah	ADP	word
aiang	ADJ	word
aiawh	NOUN	word
aiawh	ADJ	word
aiawhin	ADJ	word
aiawhina	ADJ	word
aiawhna	ADJ	word
aiawhte	ADJ	word
aiawhten	ADJ	word
aiawhtu	NOUN	word
aiawhtuin	NOUN	word
aiawhtûin	NOUN	word
aiawhtute	NOUN	word
aiawhtuten	NOUN	word
aiawt	NOUN	word
aiâwt	NOUN	word
aiawta	NOUN	word
aibawp	NOUN	word
aichal	NOUN	word
aichhe	NOUN	word
aichheh	NOUN	word
aichhia	NOUN	word
aidu	NOUN	word
aidup	NOUN	word
aidûp	NOUN	word
aidu-ria	NOUN	word
aidusentil	NOUN	word
ai-en	VERB	word
âi-en	VERB	word
aieng	NOUN	word
ai-eng	NOUN	word
aienin	NOUN	word
aienna	NOUN	word
aiennaah	NOUN	word
aiente	NOUN	word
aienthiam	NOUN	word
aienthiamna	NOUN	word
aienthiamte	NOUN	word
aientira	ADJ	word
âientu	NOUN	word
aientute	NOUN	word
aifiar	NOUN	word
aiguptahovin	NOUN	word
aiguptate	NOUN	word
aih	NOUN	word
aih	VERB	word
áih	NOUN	word
aihal	VERB	word
ai-hnah-phahpui	NOUN	word
âi-hnah-phahpui	NOUN	word
ai-hni	NOUN	word
aiin	ADJ	word
aiin	ADP	word
ai-inzial	VERB	word
ai-ip	NOUN	word
aikaih	ADJ	word
ai-kaih	VERB	word
âikaih	VERB	word
aikaihthiam	NOUN	word
aikaihthiamte	NOUN	word
âikaihthiamte	NOUN	word
aikal	NOUN	word
aikam	NOUN	word
aikhat	NOUN	word
âikhat	NOUN	word
aikhirh	VERB	word
aina	NOUN	word
ainawn	NOUN	word
ainngaihlu	VERB	word
aisan	VERB	word
aisanthiamte	NOUN	word
aisânthiamte	NOUN	word
aitechhin	VERB	word
aitechhinna	NOUN	word
aitechin	VERB	word
aithur	NOUN	word
aizial	VERB	word
ak	VERB	word
akai	VERB	word
akaihhnawih	ADJ	word
akaihruai	VERB	word
akaisantir	VERB	word
akal	NOUN	word
akalhna	NOUN	word
akalna	NOUN	word
akalsan	NOUN	word
akaltir	VERB	word
akap	VERB	word
akara	ADJ	word
akâra	ADJ	word
akawiin	ADJ	word
akawng	NOUN	word
akawr	NOUN	word
akeng	VERB	word
akentir	VERB	word
akharkhip	VERB	word
akhat	ADJ	word
akhawperte	NOUN	word
akhawpui	NOUN	word
akhawvel	NOUN	word
akhua	NOUN	word
akhuaa	NOUN	word
akhuarte	NOUN	word
akhuh	ADJ	word
akhum	ADJ	word
akiang	ADJ	word
akianga	ADJ	word
akil	ADJ	word
akir	ADJ	word
akîr	ADJ	word
akohtir	VERB	word
aktu	ADJ	word
akulhbinga	ADJ	word
akum	ADJ	word
akut	ADJ	word
akutah	ADJ	word
akutte	ADJ	word
al	VERB	word
alai	ADJ	word
alaia	ADJ	word
a-laiah	ADP	word
alaichin	NOUN	word
alaiin	ADJ	word
alainat	VERB	word
alak	ADJ	word
alaka	ADJ	word
alakah	ADJ	word
alaknaa	ADJ	word
alaksak	VERB	word
alakte	ADJ	word
alal	VERB	word
alalthutphah	NOUN	word
alalṭhutphah	NOUN	word
alam	VERB	word
alan	ADJ	word
alang	ADJ	word
alanga	ADJ	word
alangin	ADJ	word
alantir	VERB	word
alar	ADJ	word
alawi	ADJ	word
alawm	ADJ	word
alawm	PART	word
aláwm	PART	word
alâwm	ADJ	word
alawmzawng	ADJ	word
alei	VERB	word
aleiah	ADJ	word
a-leiah	ADP	word
aleitu	NOUN	word
alektute	NOUN	word
alên	VERB	word
alentir	VERB	word
alêt	VERB	word
alh	VERB	word
alhin	ADJ	word
alhna	NOUN	word
alhtîr	VERB	word
alhtu	NOUN	word
aliam	ADJ	word
aliam	ADP	word
aliama	ADJ	word
aliamah	ADJ	word
aliamin	ADJ	word
alian	ADJ	word
alingin	ADJ	word
a-lo	PART	word
althlum	ADJ	word
aluang	VERB	word
aluh	VERB	word
aluhna	NOUN	word
aluhtir	VERB	word
alungah	ADJ	word
alut	VERB	word
am	VERB	word
âm	VERB	word
ama	PRON	word
amah	PRON	word
amaha	PRON	word
amahah	PRON	word
amahan	PRON	word
amaherawchu	CCONJ	word
amaherawh	CCONJ	word
amaherawhchu	CCONJ	word
amahin	PRON	word
amahina	PRON	word
amahni	PRON	word
amahzawngtute	NOUN	word
amaichâm	NOUN	word
amaichâmte	NOUN	word
amal	ADJ	word
amala	ADJ	word
amam	ADJ	word
amamawh	ADJ	word
aman	NOUN	word
aman	PRON	word
amàn	PRON	word
amana	VERB	word
amangang	VERB	word
amar	NOUN	word
amasate	ADJ	word
amâw	INTJ	word
amawi	ADJ	word
amei	NOUN	word
ameikhu	NOUN	word
amet	VERB	word
amin	ADJ	word
amite	NOUN	word
amiten	NOUN	word
amithmuh	ADJ	word
amithmuhah	ADJ	word
amitin	ADJ	word
amuanawmin	ADJ	word
amuang	ADJ	word
amuhil	VERB	word
amutpui	VERB	word
an	NOUN	word
an	VERB	word
an	PRON	word
àn	VERB	word
àn	PRON	word
anaa	VERB	word
anal	VERB	word
anam	VERB	word
anang	VERB	word
anaupang	ADJ	word
anâwia	ADJ	word
anâwiin	ADJ	word
anawite	ADJ	word
anawm	ADJ	word
anbang	VERB	word
anbawng	NOUN	word
âncheh	ADJ	word
anchhe	NOUN	word
ânchhe	NOUN	word
ânchhedawn	NOUN	word
anchhedawng	ADJ	word
ânchhedawng	ADJ	word
ânchhedawngah	ADJ	word
ânchhedawngin	ADJ	word
ânchhelawh	VERB	word
anchhia	NOUN	word
ânchhia	NOUN	word
ânchhiaa	NOUN	word
ânchhiaahte	NOUN	word
ânchhiain	NOUN	word
ânchhiate	NOUN	word
anchhuahtir	VERB	word
anchi-ri	NOUN	word
anchuantir	VERB	word
anchungah	ADJ	word
aneih	NOUN	word
ang	VERB	word
ang	ADJ	word
ang	ADV	word
âng	VERB	word
angah	ADJ	word
angahte	ADJ	word
angai	ADJ	word
angaih	ADJ	word
angaiha	ADJ	word
angaihna	ADJ	word
angaihnawm	ADJ	word
angaihnawmin	ADJ	word
angaihsak	VERB	word
angaihtuah	VERB	word
angaina	VERB	word
angchhung	NOUN	word
angchhûng	NOUN	word
ângchhung	NOUN	word
ângchhûng	NOUN	word
ângchhûng	ADJ	word
angchhunga	ADJ	word
angchhûnga	ADJ	word
ângchhûnga	ADJ	word
angchhungah	ADJ	word
angchhûngah	ADJ	word
ângchhûngah	ADJ	word
angel	NOUN	word
angem	CCONJ	word
anghah	VERB	word
anghawng	ADJ	word
anghet	ADJ	word
anghmiang	CCONJ	word
anghnai	ADJ	word
anghoten	ADJ	word
angiang	ADJ	word
angilneihna	NOUN	word
angin	ADJ	word
ângin	ADJ	word
angina	ADJ	word
anginah	ADJ	word
angkawp	VERB	word
angkawpin	VERB	word
angkhat	ADJ	word
angkhata	ADJ	word
angkhatin	ADV	word
anglai	ADJ	word
anglo	ADJ	word
anglum	NOUN	word
ânglum	NOUN	word
angmah	ADJ	word
angmai	ADJ	word
angreng	ADJ	word
angrengin	ADJ	word
angte	ADJ	word
angten	ADJ	word
angtu	NOUN	word
ângtu	NOUN	word
angul	NOUN	word
an-hawp	NOUN	word
an-hàwp	NOUN	word
anhla	NOUN	word
an-hla	NOUN	word
an-hlá	NOUN	word
àn-hla	NOUN	word
àn-hlá	NOUN	word
ânhla	NOUN	word
an-hlawk	ADJ	word
an-hlâwk	ADJ	word
àn-hlawk	ADJ	word
àn-hlâwk	ADJ	word
anhling	NOUN	word
anhlíng	NOUN	word
anhmelmate	NOUN	word
anhmêlmate	NOUN	word
anhming	NOUN	word
anhmingte	NOUN	word
anhmuh	ADJ	word
anhmun	NOUN	word
anhnah	NOUN	word
ânhrât	ADJ	word
ani	PRON	word
ania	PUNCT	word
ania	CCONJ	word
aniang	CCONJ	word
anichuan	PRON	word
aniha	CCONJ	word
anihna	NOUN	word
anihzia	ADJ	word
aniin	ADJ	word
anin	PRON	word
an-ka	NOUN	word
an-kâ	NOUN	word
àn-ka	NOUN	word
àn-kâ	NOUN	word
ânkâa	NOUN	word
ankal	ADJ	word
ankalna	NOUN	word
ankalpui	ADJ	word
ankasa	NOUN	word
ankha	NOUN	word
ankhapui	NOUN	word
ankhawlohna	NOUN	word
ankhum	ADJ	word
ânkhum	ADJ	word
ânkhuma	ADJ	word
ânkhumna	ADJ	word
ânkhumtu	NOUN	word
anku	NOUN	word
ankû	NOUN	word
anlak	ADJ	word
anlohna	ADJ	word
anmahah	PRON	word
anmahni	PRON	word
anmahnia	PRON	word
anmahnîa	PRON	word
anmahniah	PRON	word
anmahnîah	PRON	word
anmahniho	PRON	word
anmahnihovin	PRON	word
anmahniin	PRON	word
anmahnin	PRON	word
anmithmuh	ADJ	word
anna	NOUN	word
anna	ADJ	word
an-ngha-ril	NOUN	word
an-ngha-rîl	NOUN	word
anni	PRON	word
annihho	PRON	word
anniho	PRON	word
annin	PRON	word
annite	PRON	word
ânpai	ADJ	word
ânpaiho	ADJ	word
anpangthuam	NOUN	word
anpangṭhuam	NOUN	word
anpângthuam	NOUN	word
anpângṭhuam	NOUN	word
anphurh	ADJ	word
anpuang	VERB	word
anpuante	NOUN	word
anpui	NOUN	word
anpui	ADJ	word
anpuia	NOUN	word
anpuiah	NOUN	word
anpuiin	NOUN	word
anpuina	NOUN	word
anpuite	NOUN	word
anpuitea	ADJ	word
anpuitu	NOUN	word
anpuitute	NOUN	word
anrapthlâk	ADJ	word
ansam	NOUN	word
ansiam	ADJ	word
antam	NOUN	word
anṭam	NOUN	word
anthilpêk	NOUN	word
anthur	NOUN	word
anthûr	NOUN	word
anthur-tui	NOUN	word
anthûr-tui	NOUN	word
antih	ADJ	word
antir	VERB	word
ântîr	VERB	word
antlansan	VERB	word
antlu	VERB	word
antui	NOUN	word
anuam	ADJ	word
anuihsan	ADJ	word
anunaute	PRON	word
anung	ADJ	word
anungin	ADJ	word
anupui	PRON	word
anupuia	ADJ	word
anupuite	NOUN	word
anzai	VERB	word
anzia	VERB	word
ap	VERB	word
apâa	PRON	word
apahnihin	NUM	word
apahnihna	NUM	word
apai	NOUN	word
apaiah	NOUN	word
apakhat	NUM	word
apakhatna	NUM	word
apan	ADJ	word
apang	CCONJ	word
apanga	CCONJ	word
apangin	CCONJ	word
apangin	ADP	word
apathumna	NUM	word
apawi	ADJ	word
apawl	ADJ	word
apâwl	ADJ	word
apawlah	ADJ	word
apawlin	ADJ	word
apawng	ADJ	word
apâwng	ADJ	word
apawt	ADJ	word
apawtthlêr	VERB	word
apeih	ADJ	word
apek	VERB	word
apêk	VERB	word
apêkate	NOUN	word
apekte	NOUN	word
apelh	VERB	word
apengte	VERB	word
apetekin	VERB	word
aphal	ADJ	word
aphar	VERB	word
aphat	VERB	word
aphek	NOUN	word
apheka	NOUN	word
aphi	VERB	word
aphiarrukna	NOUN	word
aphu	VERB	word
aphûm	VERB	word
aphur	VERB	word
aphurhtir	VERB	word
apiah	ADJ	word
apian	ADJ	word
apiang	PRON	word
apiang	CCONJ	word
apianga	CCONJ	word
apiangah	CCONJ	word
apiangahte	CCONJ	word
apiangan	CCONJ	word
apiangin	CCONJ	word
apiangte	CCONJ	word
apiangten	CCONJ	word
apik	ADJ	word
apindan	NOUN	word
april	NOUN	word
apualah	ADJ	word
apuan	NOUN	word
apui	NOUN	word
apui	ADP	word
apuia	NOUN	word
apuii	NOUN	word
apuithuna	NOUN	word
apuka	VERB	word
apuktirtu	NOUN	word
apum	ADJ	word
apuma	ADJ	word
apumah	ADJ	word
apumin	ADJ	word
aput	VERB	word
aputtir	VERB	word
ar	NOUN	word
âr	NOUN	word
ara-fanghma	NOUN	word
âra-fanghma	NOUN	word
arakhuan	NOUN	word
ârakhuan	NOUN	word
arama	NOUN	word
aramah	ADJ	word
araman	NOUN	word
aramawng-hawlh	NOUN	word
ara-mawnghawlh	NOUN	word
âramawng-hawlh	NOUN	word
âra-mawnghawlh	NOUN	word
arana	NOUN	word
ara-thloh-mu-lak	VERB	word
âra-thloh-mu-lâk	VERB	word
ara-tukkhuan	NOUN	word
ara-tukkhuan	VERB	word
ara-tûkkhuan	NOUN	word
ara-tûkkhuan	VERB	word
âra-tukkhuan	NOUN	word
âra-tukkhuan	VERB	word
âra-tûkkhuan	NOUN	word
âra-tûkkhuan	VERB	word
arauna	NOUN	word
ara-virmep	NOUN	word
âra-virmep	NOUN	word
arawn	CCONJ	word
ar-awn	NOUN	word
ârâwn	NOUN	word
âr-âwn	NOUN	word
ar-awng	NOUN	word
âr-awng	NOUN	word
arawngbawl	VERB	word
arbawm	NOUN	word
arbual	NOUN	word
ârbual	NOUN	word
archang	ADJ	word
ar-chang	NOUN	word
archangkawm	NOUN	word
archangkâwm	NOUN	word
archangkawn	NOUN	word
archang-lei	NOUN	word
archaw	NOUN	word
archempai	VERB	word
ârchempai	VERB	word
archhawih	ADJ	word
ârchhawih	ADJ	word
archhiar	NOUN	word
archhuang	NOUN	word
archuk	NOUN	word
ardah	NOUN	word
ârdah	NOUN	word
ar-fep	NOUN	word
ar-fêp	NOUN	word
âr-fep	NOUN	word
âr-fêp	NOUN	word
arh	VERB	word
arh	ADJ	word
ar-hang	NOUN	word
ar-hàng	NOUN	word
âr-hang	NOUN	word
âr-hàng	NOUN	word
âr-hâng	NOUN	word
arhnuaichhiah	NOUN	word
arhrik	NOUN	word
ar-hrik	NOUN	word
ar-hrik-reh	NOUN	word
ariltam	VERB	word
arim	ADJ	word
aritphurh	ADJ	word
arkai-den	VERB	word
arkài-den	VERB	word
ârkai-den	VERB	word
ârkài-den	VERB	word
arkai-deng	VERB	word
arkai-dêng	VERB	word
arkài-deng	VERB	word
arkài-dêng	VERB	word
ârkai-deng	VERB	word
ârkai-dêng	VERB	word
ârkài-deng	VERB	word
ârkài-dêng	VERB	word
ar-kawk	NOUN	word
âr-kawk	NOUN	word
arke	VERB	word
ârke	VERB	word
arkebawk	NOUN	word
ârkebâwk	NOUN	word
ar-kedawm	NOUN	word
arkezem	NOUN	word
ârkezem	NOUN	word
arkeziak	NOUN	word
arkhāl	NOUN	word
arkhãl	NOUN	word
ârkhāl	NOUN	word
ârkhãl	NOUN	word
arkhawthim	NOUN	word
ar-khel	ADJ	word
ar-khêl	ADJ	word
âr-khel	ADJ	word
âr-khêl	ADJ	word
arkhuan	NOUN	word
ârkhuan	NOUN	word
arkhuang	VERB	word
arla	NOUN	word
arlei	NOUN	word
ârlei	NOUN	word
arlhui-ngo	NOUN	word
ârlhui-ngo	NOUN	word
arlhui-sen	NOUN	word
ârlhui-sen	NOUN	word
armawnghawlh	NOUN	word
ârmawnghawlh	NOUN	word
arngeng	NOUN	word
arngengah	ADJ	word
arngo	NOUN	word
ârngo	NOUN	word
ar-ngultung	NOUN	word
âr-ngultung	NOUN	word
arno	NOUN	word
arṇo	NOUN	word
arnote	NOUN	word
ar-nu	NOUN	word
arpa	NOUN	word
arpathlek	NOUN	word
arpatil	NOUN	word
arpa-tir	NOUN	word
arphaw	NOUN	word
arpui	NOUN	word
arpuiin	ADJ	word
arsakuh	NOUN	word
ârsakuh	NOUN	word
arsa-rim-nam	NOUN	word
arsi	NOUN	word
arsiah	ADJ	word
arsîah	ADJ	word
arsi-hni	NOUN	word
arsihote	ADJ	word
arsiin	ADJ	word
arsite	NOUN	word
arsîte	NOUN	word
arsiten	NOUN	word
artahkawn	NOUN	word
ar-tai	NOUN	word
ar-ṭai	NOUN	word
âr-tai	NOUN	word
âr-ṭai	NOUN	word
arte	NOUN	word
artê	NOUN	word
artelukawn	NOUN	word
arthlek	NOUN	word
arthui	NOUN	word
arthuî	NOUN	word
arṭhui	NOUN	word
arṭhuî	NOUN	word
ârthui	NOUN	word
ârthuî	NOUN	word
ârṭhui	NOUN	word
ârṭhuî	NOUN	word
arthum	NOUN	word
arṭhum	NOUN	word
ârthum	NOUN	word
ârṭhum	NOUN	word
artial	NOUN	word
arṭial	NOUN	word
artui	NOUN	word
artuiah	NOUN	word
artui-heng	NOUN	word
artui-hêng	NOUN	word
artuiin	NOUN	word
artui-pil	NOUN	word
artuite	NOUN	word
artukkhuan	NOUN	word
artûkkhuan	NOUN	word
ârtukkhuan	NOUN	word
ârtûkkhuan	NOUN	word
aruaka	ADJ	word
aruala	ADJ	word
arualin	ADJ	word
aruang	NOUN	word
aruangin	ADJ	word
aruangin	CCONJ	word
aruat	VERB	word
aruh	NOUN	word
aruk	ADJ	word
arûk	ADJ	word
aruka	ADJ	word
arûka	ADJ	word
arukin	ADJ	word
arûktea	ADJ	word
aruma	ADJ	word
ar-va	NOUN	word
ar-và	NOUN	word
âr-va	NOUN	word
âr-và	NOUN	word
ar-vavu	NOUN	word
âr-vavu	NOUN	word
asiamin	ADV	word
asiamin	CCONJ	word
asiamin	ADP	word
asin	PART	word
at	VERB	word
ât	VERB	word
ata	ADP	word
atai	VERB	word
ataia	VERB	word
ataiah	ADJ	word
atak	ADJ	word
ataka	ADJ	word
atakin	ADJ	word
ataktak	ADJ	word
atal	VERB	word
atamchhawl	VERB	word
atan	ADP	word
atân	ADP	word
atana	ADP	word
atâna	ADP	word
atang	ADJ	word
aţang	ADJ	word
aṭang	ADJ	word
ațang	ADJ	word
atanga	ADJ	word
aţanga	ADJ	word
aṭanga	ADJ	word
aṭânga	ADJ	word
ațanga	ADJ	word
atangatein	ADJ	word
atangin	ADJ	word
atangin	ADP	word
atângin	ADJ	word
aţangin	ADJ	word
aṭangin	ADJ	word
aṭangin	ADP	word
aṭangín	ADJ	word
ațangin	ADJ	word
aṭangkai	ADJ	word
ațangkai	ADJ	word
ațanglai	ADJ	word
atangte	ADJ	word
aţangte	ADJ	word
aṭangte	ADJ	word
ațangte	ADJ	word
atangtea	ADJ	word
aṭangtea	ADJ	word
ațangtea	ADJ	word
atangtein	ADJ	word
aṭangtein	ADJ	word
ațangtein	ADJ	word
atangten	ADJ	word
atânpuia	VERB	word
atante	ADP	word
atânte	ADP	word
atap	VERB	word
aṭap	VERB	word
atar	VERB	word
atate	ADJ	word
atawp	ADJ	word
atawpa	ADJ	word
atchilh	VERB	word
âtchilh	VERB	word
ãtchilh	VERB	word
atchilhna	NOUN	word
âten	VERB	word
atha	ADJ	word
aṭha	ADJ	word
ațha	ADJ	word
athaka	ADJ	word
athaliin	ADJ	word
athalin	ADJ	word
athang	ADJ	word
athara	ADJ	word
atharin	ADJ	word
athawi	ADJ	word
athawiin	ADJ	word
athawktute	NOUN	word
atheipui	NOUN	word
athen	ADJ	word
aṭhen	ADJ	word
ațhen	ADJ	word
aṭhenah	ADJ	word
ațhenah	ADJ	word
athenawm	NOUN	word
aṭhenawm	NOUN	word
ațhenawm	NOUN	word
atheu	ADJ	word
athi	VERB	word
aṭhiante	NOUN	word
ațhiante	NOUN	word
athih	VERB	word
athikna	NOUN	word
athinlung	NOUN	word
athinlunga	NOUN	word
athisen	NOUN	word
athla	NOUN	word
athlahte	NOUN	word
athlak	VERB	word
athlawn	ADJ	word
athlâwn	ADJ	word
athlawna	ADJ	word
athlawnin	ADJ	word
athle	VERB	word
athleng	VERB	word
athlirtu	NOUN	word
athlunna	NOUN	word
atho	VERB	word
athu	VERB	word
athu	CCONJ	word
athuai	ADJ	word
at-huai	VERB	word
ât-huai	VERB	word
athuhriattirte	NOUN	word
athui	ADJ	word
athuin	ADJ	word
atih	ADJ	word
aṭih	ADJ	word
atihchhiatna	NOUN	word
atihlum	NOUN	word
atihsualnaah	ADJ	word
atinghet	VERB	word
atir	VERB	word
atîr	ADJ	word
atira	ADJ	word
atîra	ADJ	word
atirah	ADJ	word
atirin	ADJ	word
atîrin	ADJ	word
atithianghlim	VERB	word
atla	VERB	word
atlaktir	VERB	word
atlan	VERB	word
atlang	ADJ	word
atlangaupui	VERB	word
atlangvâl	ADJ	word
atlanna	ADJ	word
atlarin	ADJ	word
atlemte	ADJ	word
atna	NOUN	word
âtna	NOUN	word
atnaah	NOUN	word
âtnaah	NOUN	word
atphah	VERB	word
atthlak	VERB	word
atthlak	ADJ	word
atthlâk	ADJ	word
âtthlak	ADJ	word
âtthlâk	VERB	word
âtthlâk	ADJ	word
atthlaka	ADJ	word
âtthlakin	ADJ	word
atthlakzia	ADJ	word
âtthlâkzia	ADJ	word
attu	NOUN	word
âttu	NOUN	word
attuin	NOUN	word
atuam	VERB	word
atuamah	VERB	word
atuite	NOUN	word
atuk	NOUN	word
atûk	NOUN	word
atuka	NOUN	word
atukah	NOUN	word
atûkah	NOUN	word
atul	ADJ	word
atumna	NOUN	word
atzia	NOUN	word
atzia	ADJ	word
âtzia	NOUN	word
âtzia	ADJ	word
au	VERB	word
àu	VERB	word
âu	VERB	word
auchhuah	VERB	word
auchhuahna	NOUN	word
auchhuahpui	VERB	word
auchhuak	VERB	word
auchuak	VERB	word
august	NOUN	word
auh	VERB	word
auhin	VERB	word
auhla	NOUN	word
auhmun	NOUN	word
auhna	NOUN	word
auhsak	VERB	word
auhsawh	VERB	word
auhvin	VERB	word
auin	VERB	word
aukhawk	VERB	word
auna	NOUN	word
aunaupa	NOUN	word
aunaute	NOUN	word
aupui	NOUN	word
âupui	VERB	word
aupuiin	ADJ	word
aurawl	ADJ	word
aurinkhâwl	NOUN	word
aurinna	NOUN	word
aurualna	NOUN	word
authawm	NOUN	word
authâwm	NOUN	word
autir	VERB	word
avai	ADJ	word
avaiin	ADJ	word
avang	CCONJ	word
avâng	CCONJ	word
avanga	CCONJ	word
avànga	CCONJ	word
avânga	CCONJ	word
avangin	CCONJ	word
avângin	CCONJ	word
avangina	CCONJ	word
avângina	CCONJ	word
avangte	CCONJ	word
avângte	CCONJ	word
avangtea	CCONJ	word
avangtein	CCONJ	word
avângtein	CCONJ	word
avangten	CCONJ	word
avantlangho	ADJ	word
aveltu	NOUN	word
aw	NOUN	word
aw	VERB	word
aw	INTJ	word
aw	PART	word
âw	NOUN	word
âw	VERB	word
âw	PART	word
aw-ban	VERB	word
aw-beu	VERB	word
aw-bum	VERB	word
awchhang	ADJ	word
aw-fiak	ADJ	word
awh	NOUN	word
awh	VERB	word
awhawm	ADJ	word
awh-awm	VERB	word
awh-fak	ADJ	word
awh-fâk	ADJ	word
awh-fakawm	ADJ	word
awh-fâkawm	ADJ	word
awhhlum	VERB	word
awhhlumna	NOUN	word
awhhlumnaah	NOUN	word
awhhlumtir	VERB	word
awhna	NOUN	word
awhsan	VERB	word
awhthik	VERB	word
awhthîk	VERB	word
awhtir	VERB	word
awhtîr	VERB	word
awhtu	NOUN	word
awi	VERB	word
awi	INTJ	word
âwi	VERB	word
awiawm	ADJ	word
awih	VERB	word
awih	ADJ	word
âwih	VERB	word
âwih	ADJ	word
awih!	INTJ	word
awiha	VERB	word
âwiha	VERB	word
awihawm	ADJ	word
awih-awm	ADJ	word
âwihawm	ADJ	word
âwih-awm	ADJ	word
awihawmna	NOUN	word
awih-bakba-hai	ADJ	word
âwih-bakba-hâi	ADJ	word
awihin	ADJ	word
âwihin	ADJ	word
awihkai	NOUN	word
âwihkai	NOUN	word
âwihlo	VERB	word
âwihlohna	NOUN	word
awihlote	NOUN	word
awihna	NOUN	word
âwihna	NOUN	word
awihpang	NOUN	word
âwihpangte	NOUN	word
awihpui	VERB	word
âwihpui	VERB	word
awihsak	VERB	word
âwihsak	VERB	word
awihte	ADJ	word
awihthut	VERB	word
awihtir	VERB	word
âwihtîr	VERB	word
awihtirna	NOUN	word
awihtlan	VERB	word
awihtlan	ADJ	word
awihtlán	ADJ	word
awihtlân	VERB	word
âwihtlan	ADJ	word
âwihtlán	ADJ	word
âwihtlân	VERB	word
awihtu	NOUN	word
âwihtu	NOUN	word
awihtute	NOUN	word
âwihtute	NOUN	word
awihzia	ADJ	word
âwihzia	ADJ	word
awiin	VERB	word
awilo	VERB	word
awin	NOUN	word
âwin	NOUN	word
awi-ngek	NOUN	word
awi-ngék	NOUN	word
âwi-ngek	NOUN	word
âwi-ngék	NOUN	word
awk	NOUN	word
awk	VERB	word
awk	ADV	word
âwk	NOUN	word
âwk	VERB	word
