phrase	tag
sem chhinchhiahna	ADV
sen lâr	ADV
sen leh so	ADV
sen sa	ADV
sen tur	ADV
seng lo	ADV
sêng lo	ADV
séng ma tawk	ADV
séng ma tâwk	ADV
seng seng	ADV
seng sung	ADV
seng sûng	ADV
sentut vei	ADV
sep rawtui	ADV
sep sep	ADV
se-pui ruah do	ADV
ser pangang	ADV
seuh seuh	ADV
si biak	ADV
si kâwlhurui	ADV
si ril	ADV
si vawk bâwm	ADV
siai siai	ADV
siai siâi	ADV
siài siai	ADV
siài siài	ADV
sin sen	ADV
sin thuah	ADV
su thlu	ADV
suai pin	ADV
suai suai	ADV
suar khata tla	ADV
suár khata tla	ADV
suar tluan	ADV
suat suat	ADV
suih lungleng	ADV
suih pâr	ADV
sut pin	ADV
sut pui vuan	ADV
ta chei	ADV
ta chho	ADV
ṭah lem	ADV
ṭai rai nghawr	ADV
țai rainghawr	ADV
tai tai	ADV
taih kuang	ADV
tak a ni	ADV
tak kai	ADV
tâk kâi	ADV
tak meuh	ADV
tak na ngialin	ADV
tak tak	ADV
talh talh	ADV
tâlh tâlh	ADV
ṭalh ṭalh	ADV
ṭâlh ṭâlh	ADV
ṭan siam	ADV
țan siam	ADV
tan tan	ADV
ṭang rual	ADV
țang rual	ADV
tap ral	ADV
tar chhuak	ADV
tar kuttualleichham	ADV
tar lam fa	ADV
tar lang	ADV
tar vuai	ADV
tar zur	ADV
tat fai	ADV
ṭau senpa	ADV
tauh hman	ADV
tawh rawh	ADV
tawh rawh u	ADV
tawi bo	ADV
tawi eng	ADV
tawih ral	ADV
ṭawih ral	ADV
tawk tarh	ADV
tawk tawh	ADV
tawlh loh puan	ADV
ṭawng duhdah	ADV
tawng pai	ADV
tawng saisik	ADV
tawng sehchilh	ADV
ṭawng sehchilh	ADV
tawng ta	ADV
tawng tawng	ADV
te tak te	ADV
te te	ADV
te té	ADV
té té	ADV
tê te	ADV
tê té	ADV
ṭe ṭe	ADV
te te in	ADV
té té in	ADV
ṭê tuar	ADV
teh chawk	ADV
teh châwk	ADV
teh chhen	ADV
teh chhên	ADV
teh chiam	ADV
teh chifl	ADV
teh chul	ADV
teh chung	ADV
teh chung a che!	ADV
teh fo	ADV
teh hum ele	ADV
teh pa	ADV
teh ruai	ADV
teh sen	ADV
teh suh	ADV
teh suh e	ADV
teh suh ei	ADV
teh teuh va	ADV
teh tlo	ADV
teh u	ADV
teh uar	ADV
tehchai a che	ADV
tehchai che chuan	ADV
tei rawlai	ADV
tei tei	ADV
teivet a	ADV
tek sawk sawk	ADV
ṭek sawk sawk	ADV
tek tek	ADV
tel rang	ADV
telh awng	ADV
tèn tàwn a	ADV
tèn tâwn a	ADV
ten ten	ADV
ten tên	ADV
tèn ten	ADV
tèn tèn	ADV
teng khan	ADV
tet lai	ADV
teu chhin	ADV
tha na	ADV
tha seng	ADV
tha tha	ADV
tha thlah	ADV
tha tho	ADV
ṭhal puak	ADV
thal rah	ADV
tham lo	ADV
tham râl	ADV
thâm ral	ADV
thang ngul	ADV
thang per	ADV
thangthleng kam	ADV
thaw sat	ADV
thawi dam	ADV
thawm dim	ADV
thawm pawnga	ADV
thawm thawm	ADV
thawp lo	ADV
ṭhe hlan kân	ADV
the reng	ADV
theh nelh theh	ADV
theh thang	ADV
thei tat	ADV
theih tam	ADV
theih tawp	ADV
theih tawp chhuahin	ADV
theih theih	ADV
thel thel	ADV
ṭhel ṭhel	ADV
them te	ADV
them the hleh	ADV
them them	ADV
ṭhem ṭhem	ADV
them thum	ADV
them thûm	ADV
thêm thum	ADV
thêm thûm	ADV
ṭhem ṭhum	ADV
ṭhem ṭhûm	ADV
then leh rual	ADV
ṭhen leh rual	ADV
thênzawl hlo	ADV
theu leu	ADV
theu neu	ADV
theuh theuh	ADV
thi khawn	ADV
ṭhi ṭha lo	ADV
thia leh	ADV
thia thar	ADV
thing la	ADV
thing luang	ADV
thla phen	ADV
thla phèn	ADV
thla thlahlel	ADV
thlau thla	ADV
thlawk kat	ADV
thlawt io	ADV
thlém thluk	ADV
thlep fel	ADV
thlep thlep	ADV
thli thawt	ADV
thli tleh	ADV
thliah thliah	ADV
thliak thliak	ADV
thliâk thliâk	ADV
thliar thla	ADV
thlîr let	ADV
thlîr lêt	ADV
thlit fai	ADV
thlit fim	ADV
thluah thluah	ADV
thluai thluai	ADV
thluai thlum	ADV
thluâk nem	ADV
thluam thluam	ADV
thlum zek	ADV
thlung lu	ADV
thlup thlup	ADV
tho silai	ADV
tho tuai lam	ADV
ṭhu kim kual	ADV
țhu kim kual	ADV
thu kim kualin	ADV
thu thlun	ADV
thu thlung	ADV
thu thu	ADV
thu thua	ADV
thu zuk	ADV
thuah hlawh	ADV
thuah n a	ADV
thuah thuah	ADV
țhuai thluk	ADV
țhuai thlûk	ADV
thuai thuai	ADV
thuak thuak	ADV
thuhnu dawn lo	ADV
thuhnu dâwn lo	ADV
thuhnu ven	ADV
thui seh	ADV
thuk dur	ADV
thul tho	ADV
thûl tho	ADV
thul thul	ADV
thulh leh	ADV
ṭhulh leh	ADV
thulh thulh	ADV
thum thum	ADV
thûm thum	ADV
thûm thûm	ADV
ṭhum ṭhum	ADV
ṭhûm ṭhum	ADV
ṭhûm ṭhûm	ADV
țhum țhum	ADV
țhûm țhûm	ADV
thuneihna pek	ADV
thup ruk	ADV
thur chhuah	ADV
thur chhuak	ADV
thurochhiah siam	ADV
thuruk hlaruk	ADV
ṭhut sual	ADV
thuthlunna bawm	ADV
thutiam nei	ADV
ti at	ADV
ti awla	ADV
ti âwla	ADV
ti kheng	ADV
ti khi	ADV
ti ling	ADV
ti tawt	ADV
ti zit	ADV
tiah tiah	ADV
tiam bi chin	ADV
tiam chin	ADV
tiam lovin	ADV
tiam tiam	ADV
tiang sir	ADV
tiang tian	ADV
tiang tiang	ADV
tianga uai	ADV
tih khawchhuah	ADV
tih lutuk	ADV
tihchet rual lohvin	ADV
tlang sang	ADV
tlawh chhuak	ADV
tlawk tlawk	ADV
tlawmngaih chhuah	ADV
tlem te	ADV
tlêm tê	ADV
tlem tham tein	ADV
tlem tham têin	ADV
tleng fai	ADV
tlet tlet	ADV
tluah tluah	ADV
tluan chhuah	ADV
tlur tlur	ADV
tu ta mah	ADV
țuah țep	ADV
țuah țêp	ADV
tuah tuah	ADV
tuai pur	ADV
tuai rum	ADV
tuai tuai	ADV
țuaițit suak	ADV
tual tlan za	ADV
tuam hrui	ADV
tuam saruh khel	ADV
tuam tuam	ADV
țuan tha	ADV
tuan thu	ADV
tuan tuan	ADV
tuang tichhhah	ADV
tuang tuang	ADV
tui la	ADV
tui rul	ADV
tui taka mu	ADV
tui thiam	ADV
tui ti	ADV
tuk chik	ADV
tuk luh sal	ADV
tuk mawi	ADV
tuk thum tôkah	ADV
tûk thum tôkah	ADV
țuk țuk	ADV
tuk zan tha nei lo	ADV
tuk zanin	ADV
tuk zânin	ADV
ṭum thla	ADV
țum thla	ADV
tum tla	ADV
tumbu khawrh	ADV
tun achinah	ADV
tûn achinah	ADV
tun ang	ADV
tûn ang	ADV
tun apangin	ADV
tûn apangin	ADV
tun atang mai pawhin	ADV
tun aṭang mai pawhin	ADV
tun chauh	ADV
tun chhoh	ADV
tun chinah	ADV
tûn chinah	ADV
tun hma	ADV
tûn hma	ADV
tun hma lamah	ADV
tûn hma lamah	ADV
tun hma pawhin	ADV
tûn hma pawhin	ADV
tun hma zawng khan	ADV
tun hma zawng khân	ADV
tûn hma zawng khan	ADV
tûn hma zawng khân	ADV
tun hmaa	ADV
tûn hmaa	ADV
tun hnu lam	ADV
tûn hnu lam	ADV
tun hnu lamah	ADV
tûn hnu lamah	ADV
tun hul	ADV
tûn lâ laàh	ADV
tûn lâ lâah	ADV
tun lak chuan	ADV
tûn lak chuan	ADV
tun ro	ADV
tun thia	ADV
tun thlengin	ADV
tun tlai	ADV
tun tu tu-ah	ADV
tun tum	ADV
tun tun	ADV
tûn tûn	ADV
ṭun ṭun	ADV
ṭûn ṭûn	ADV
tunah pawh	ADV
tûnah pawh	ADV
tunah zawng	ADV
tûnah zawng	ADV
tung ro	ADV
tung tho	ADV
tung tung	ADV
tûr a ni	ADV
tur anga lang	ADV
tur sek	ADV
tur tur	ADV
tur ut ut	ADV
turh turh	ADV
turh turh mai	ADV
tuthlawh ha tluk	ADV
u phuk	ADV
u tum vuak ang	ADV
uai uai	ADV
uain peng	ADV
uak uak	ADV
uan theih	ADV
uan uan	ADV
uap lum	ADV
uap lumtu	ADV
ui ar	ADV
uifawma ringruh	ADV
ulawk takin	ADV
ulâwk takin	ADV
um pui	ADV
u-phuk lungmuan	ADV
upum pum	ADV
ur ro	ADV
ur thlu	ADV
ur ur	ADV
ûr ûr	ADV
vadung hri	ADV
vah dah	ADV
vah nu	ADV
vai tlaiberh	ADV
vai umkhal	ADV
vai vai	ADV
vak bo	ADV
vak dah	ADV
vâk dah	ADV
val te	ADV
van hnun chat	ADV
van kai	ADV
van kaiin	ADV
van kar hla	ADV
van karak zawngin	ADV
vang vat	ADV
vanvawm khua	ADV
vawi duai lo	ADV
vawi khâ	ADV
vawi li	ADV
vawi tam	ADV
vawl lai	ADV
vawng up	ADV
ve bawk	ADV
ve law maw	ADV
ve le	ADV
ve lem	ADV
ve lêm	ADV
ve lem lo	ADV
ve lo	ADV
ve te	ADV
ve tê	ADV
ve tho	ADV
ve ve	ADV
veh bur	ADV
vei nei	ADV
vei vei	ADV
vel lêr	ADV
velh ba	ADV
velh bur	ADV
velh velh	ADV
ven pui	ADV
ven ven	ADV
veng tu	ADV
verh tlang	ADV
vettei a che	ADV
viah viah	ADV
viak that	ADV
vim thing	ADV
ving vet	ADV
voh bik	ADV
vur tin	ADV
vut thlu	ADV
zah fai	ADV
zaji zan	ADV
zak dawt	ADV
zak thlak	ADV
zal tui	ADV
zân lai lifên	ADV
zân tir	ADV
zân tîr	ADV
zar thlêk	ADV
zaw le	ADV
zawh chhuah	ADV
zawh chian	ADV
zawh hum	ADV
zawh tui	ADV
zawh za	ADV
zawh zai	ADV
zawh zem	ADV
zawh zen	ADV
zawhna chhinchhiahna	ADV
zawi awi	ADV
zawi awi takin	ADV
zawi demin	ADV
zawi deuhvin	ADV
zawi muangin	ADV
zawi tea	ADV
zawi têa	ADV
zawi zawi	ADV
zawi zawi in	ADV
zâwi zâwi in	ADV
zawi zawia	ADV
zawk mah	ADV
zawt chhuak	ADV
zawt fiah	ADV
zawt zawt	ADV
ze em	ADV
ze he	ADV
ze hê	ADV
ze zawi	ADV
zeih zcih	ADV
zek zek	ADV
zel thel	ADV
zêl thel	ADV
zel zai	ADV
zel zawi	ADV
zem che	ADV
zên sa	ADV
zen thlawr bur	ADV
zen zan	ADV
zi khlûm	ADV
zia thiam	ADV
zing ti an	ADV
zir tîr tu	ADV
zir tiri bawl	ADV
zit zat	ADV
zît zat	ADV
zît zet	ADV
ziza ṭawn	ADV
zo uihniak	ADV
zo vuakdup	ADV
zo zam	ADV
zo zâm	ADV
zo zan	ADV
zo zem	ADV
zu ih	ADV
zu zu	ADV
zuai sauh	ADV
zuai zuai	ADV
zuang tho	ADV
zut thla	ADV
a hluanin	CCONJ
a hrim rengah	CCONJ
a hrim réngah	CCONJ
a nih leh	CCONJ
a reng thuah	CCONJ
a réng thuah	CCONJ
a rengin	CCONJ
a réngin	CCONJ
a theih chuan	CCONJ
a thuhrimah	CCONJ
a thurengah	CCONJ
a thuréngah	CCONJ
chu achhapah	CCONJ
chu lo pawh chu	CCONJ
chu lo rangah	CCONJ
chu lo rengah	CCONJ
chu lo réngah	CCONJ
chu lo rêngah	CCONJ
chuti a hnekin	CCONJ
chuti a hnêkin	CCONJ
chuti a nih a hnu	CCONJ
chuti chuan	CCONJ
chuti emin	CCONJ
chuti lo chuan	CCONJ
e le	CCONJ
hek lo	CCONJ
hma bulah	CCONJ
hma chu	CCONJ
hma lan	CCONJ
hma lang	CCONJ
hma loh chu	CCONJ
hma loh chuan	CCONJ
hma ngai	CCONJ
hma zawng	CCONJ
hma zâwng	CCONJ
leh ngawt	CCONJ
lek lo	CCONJ
lo bengvâr	CCONJ
lo chu	CCONJ
lo hawng	CCONJ
lo hi	CCONJ
loh a luatin	CCONJ
loh lohvin	CCONJ
loh pui	CCONJ
loh vek leh	CCONJ
mah mah	CCONJ
mah se	CCONJ
mah sé	CCONJ
mah se &	CCONJ
mai mai a	CCONJ
mai mai a che	CCONJ
mut thing awm	CCONJ
na a	CCONJ
na â	CCONJ
na anga	CCONJ
nâ chuan	CCONJ
na maw	CCONJ
nak chuan	CCONJ
nak do	CCONJ
nâk do	CCONJ
nak hman chuan	CCONJ
nak kalh	CCONJ
nak nem	CCONJ
nem thep thup	CCONJ
phawr phawr	CCONJ
phe neuh neuh	CCONJ
phek ban	CCONJ
raw thei	CCONJ
rûla rua	CCONJ
seki khawng	CCONJ
ti-chn chan	CCONJ
tur	 aux. v.	CCONJ
tûr	 aux. v.	CCONJ
turh turh mai	CCONJ
ul ul	CCONJ
a ha	INTJ
a le	INTJ
ah khaih	INTJ
ai ai ai	INTJ
ai aw	INTJ
aw aw aw!	INTJ
aw khaih	INTJ
awh aw aw!	INTJ
awh khaih	INTJ
che hei	INTJ
chek chekah	INTJ
chhe chhe chei!	INTJ
chhe chhe chhei	INTJ
chhe chhe chhei!	INTJ
chhei chhei chhei	INTJ
chhei khaw	INTJ
dimdem a !	INTJ
dimdêm a !	INTJ
dîmdem a !	INTJ
dîmdêm a !	INTJ
dut dut	INTJ
e e e !	INTJ
e hem	INTJ
e heu !	INTJ
e khah	INTJ
e khai	INTJ
e le	INTJ
e le!	INTJ
eh !	INTJ
ehei !	INTJ
fang emin!	INTJ
fang êmin!	INTJ
gawl pe	INTJ
ha ha	INTJ
haw awi!	INTJ
hawh teh	INTJ
hawh u	INTJ
heh sawih	INTJ
hnu hnawh a!	INTJ
hnu-hnawh a!	INTJ
hrep tak a!	INTJ
i e	INTJ
i hi	INTJ
iu seh	INTJ
ka phak	INTJ
ka rei	INTJ
ka ti!	INTJ
kau a!	INTJ
kha aw	INTJ
kha âw	INTJ
kha teh	INTJ
khâ teh	INTJ
khabe hmul	INTJ
khabe ruh	INTJ
khai aw	INTJ
khai aw le	INTJ
khai aw!	INTJ
khai âw!	INTJ
khai le	INTJ
khaih khaih khaih	INTJ
khawi nge	INTJ
khawi sanghar	INTJ
khu khuan	INTJ
lazàr ban	INTJ
mautuai lung	INTJ
ngawi talhtum	INTJ
ngâwi talhtum	INTJ
pak chheih khah	INTJ
pang chuam	INTJ
pang lam chhawn	INTJ
pang lawi	INTJ
pang pang	INTJ
phawng phaw dawt	INTJ
phâwng phaw dawt	INTJ
phawr phawr	INTJ
rawk râl	INTJ
reng reng	INTJ
réng réng	INTJ
reng reng a	INTJ
si sawp	INTJ
teh chiam	INTJ
teh chûl	INTJ
teh chung	INTJ
teh fakau chuan	INTJ
teh fo	INTJ
teh fo a che!	INTJ
teh ruai	INTJ
teh suh e	INTJ
teh teuh	INTJ
teh ṭeuh	INTJ
teh teuh a che	INTJ
teh ṭeuh a che	INTJ
teh uar	INTJ
tehchai che chuan	INTJ
tehkhin thu	INTJ
u tûm vuak ang	INTJ
u-tûm vuak ang	INTJ
ve kêng	INTJ
ze mawi	INTJ
ze ral	INTJ
a budelh	NOUN
a bul a bǎl	NOUN
a chhak a thlang	NOUN
a chhan leh avang	NOUN
a chhan leh avàng	NOUN
a chhia a tha	NOUN
a chhia a ṭha	NOUN
a chhim a hmar	NOUN
a chhim a hmàr	NOUN
a chhungthlak	NOUN
a chhungthlâk	NOUN
a chhûngthlak	NOUN
a chhûngthlâk	NOUN
a cho ak chuan	NOUN
a cho âk chuan	NOUN
a cho-ak chuan	NOUN
a cho-âk chuan	NOUN
a chuang a liam	NOUN
a dik a dawk	NOUN
a dung a vang	NOUN
a dung a váng	NOUN
a fawng lama vuan	NOUN
a fu	NOUN
a fû	NOUN
a fukthleng	NOUN
a fukthlèng	NOUN
a fûkthleng	NOUN
a fûkthlèng	NOUN
a hauhuk kai	NOUN
a hauhûk kai	NOUN
a hlim a thla	NOUN
a hmawr bawkna	NOUN
a hmawr bàwkna	NOUN
a hmei a pa	NOUN
a laia zangphar	NOUN
a lian a lal	NOUN
a lian a te	NOUN
a lian a tê	NOUN
a lo a ram	NOUN
a mawi a hawih	NOUN
a meichher chhi	NOUN
a nek a nawk	NOUN
a nek a nuk	NOUN
a ngai	NOUN
a ngial a ngan	NOUN
a pa chhuak	NOUN
a pakhatna	NOUN
a pang ber	NOUN
a paw rim	NOUN
a pawi a hmar	NOUN
a pawi a hmàr	NOUN
a pâwi a hmar	NOUN
a pâwi a hmàr	NOUN
a pawi a pang	NOUN
a paw-rim	NOUN
a pil	NOUN
a pui a pang	NOUN
a pung	NOUN
a rana a rana lo	NOUN
a rauvi thla	NOUN
a râuvi thla	NOUN
a rauvi-thla	NOUN
a râuvi-thla	NOUN
a ri a ruang	NOUN
a rim a rā	NOUN
a rim a rã	NOUN
a riruang	NOUN
a sahmul then	NOUN
a sahmul ṭhen	NOUN
a saseh	NOUN
a sawm a za	NOUN
a sàwm a za	NOUN
a sehsam	NOUN
a sehsàm	NOUN
a sik a sa	NOUN
a sik a sá	NOUN
a sing a sang	NOUN
a sing a sáng	NOUN
a síng a sang	NOUN
a síng a sáng	NOUN
a tak	NOUN
a taktak	NOUN
a tar a zur	NOUN
a tar a zûr	NOUN
a tawk a fang	NOUN
a tâwk a fang	NOUN
a tawp ret	NOUN
a tawp rét	NOUN
a tâwp ret	NOUN
a tâwp rét	NOUN
a them	NOUN
a then	NOUN
a ṭhen	NOUN
a then a zar	NOUN
a then a zâr	NOUN
a ṭhen a zar	NOUN
a ṭhen a zâr	NOUN
a then azawng	NOUN
a then azâwng	NOUN
a ṭhen azawng	NOUN
a ṭhen azâwng	NOUN
a thochuan	NOUN
a tlem azawng	NOUN
a tlem azâwng	NOUN
a tlêm azawng	NOUN
a tlêm azâwng	NOUN
a tobul	NOUN
a ṭobul	NOUN
a tuipal	NOUN
a tuma lum	NOUN
a vang	NOUN
a vâng	NOUN
à vàng	NOUN
a vate fuk	NOUN
a vate fûk	NOUN
à vate fuk	NOUN
à vate fûk	NOUN
a za	NOUN
a zâ	NOUN
a zawng a zain	NOUN
a zawng lawn	NOUN
a zawng làwn	NOUN
a zâwng lawn	NOUN
a zâwng làwn	NOUN
a zia	NOUN
a zo a vai	NOUN
adama sut	NOUN
adama thei	NOUN
ai eng	NOUN
ai eng dip	NOUN
ai hnah phahpui	NOUN
âi hnah phahpui	NOUN
ai hni	NOUN
ai ip	NOUN
aiawt ha	NOUN
aiâwt hâ	NOUN
aidu buk	NOUN
aidu hrui	NOUN
aidu ria	NOUN
ai-eng dip	NOUN
aikhata leng	NOUN
aikhata lêng	NOUN
âikhata leng	NOUN
âikhata lêng	NOUN
aikhiangi zai	NOUN
an hawp	NOUN
an hàwp	NOUN
an hla	NOUN
an hlá	NOUN
àn hla	NOUN
àn hlá	NOUN
an ka	NOUN
an kâ	NOUN
àn ka	NOUN
àn kâ	NOUN
an loh	NOUN
an ngha ril	NOUN
an ngha rîl	NOUN
anchhe dawng	NOUN
ànchhe dawng	NOUN
anchi ri	NOUN
ànpai reng zawl	NOUN
ànpai reng zâwl	NOUN
antam bul bawk	NOUN
antam bul bâwk	NOUN
anṭam bul bawk	NOUN
anṭam bul bâwk	NOUN
antam hel ei	NOUN
anṭam hel ei	NOUN
antam par	NOUN
anṭam par	NOUN
antam rep	NOUN
antam rêp	NOUN
anṭam rep	NOUN
anṭam rêp	NOUN
antam zikhlum	NOUN
antam zikhlûm	NOUN
anṭam zikhlum	NOUN
anṭam zikhlûm	NOUN
anthur hrui	NOUN
anthûr hrui	NOUN
anthur rep	NOUN
anthur rêp	NOUN
anthûr rep	NOUN
anthûr rêp	NOUN
anthur tui	NOUN
anthûr tui	NOUN
ar awn	NOUN
âr âwn	NOUN
ar awn rangkachak	NOUN
âr âwn rangkachak	NOUN
ar awng	NOUN
âr awng	NOUN
ar bai	NOUN
âr bai	NOUN
ar chang	NOUN
ar chang hang	NOUN
ar chaw zat	NOUN
ar chaw zât	NOUN
ar chhiah	NOUN
âr chhiah	NOUN
ar chil zat	NOUN
âr chil zât	NOUN
ar dan bang	NOUN
âr dan bang	NOUN
ar fep	NOUN
ar fêp	NOUN
âr fep	NOUN
âr fêp	NOUN
ar hang	NOUN
ar hàng	NOUN
âr hang	NOUN
âr hàng	NOUN
âr hâng	NOUN
ar hrik	NOUN
ar hrik reh	NOUN
ar huai hih	NOUN
âr huai hih	NOUN
ar in	NOUN
âr in	NOUN
ar indi chen	NOUN
âr indi chen	NOUN
ar kal	NOUN
âr kal	NOUN
ar kawk	NOUN
âr kawk	NOUN
ar ke	NOUN
âr ke	NOUN
ar ke bawk	NOUN
âr ke bâwk	NOUN
ar kedawm	NOUN
ar khual	NOUN
âr khual	NOUN
ar khuan hun	NOUN
âr khuan hun	NOUN
ar lawi hun	NOUN
ar làwi hun	NOUN
âr lawi hun	NOUN
âr làwi hun	NOUN
âr lâwi hun	NOUN
ar leilawn	NOUN
ar leilàwn	NOUN
âr leilawn	NOUN
âr leilàwn	NOUN
ar ngal hmul	NOUN
âr ngal hmul	NOUN
ar ngultung	NOUN
âr ngultung	NOUN
ar nu	NOUN
ar rilsakna	NOUN
âr rilsakna	NOUN
ar tai	NOUN
ar ṭai	NOUN
âr tai	NOUN
âr ṭai	NOUN
ar thla hual	NOUN
âr thla hual	NOUN
ar thla thingthiah	NOUN
ar thla thîngthiah	NOUN
âr thla thingthiah	NOUN
âr thla thîngthiah	NOUN
ar thladawn	NOUN
ar thladàwn	NOUN
âr thladawn	NOUN
âr thladàwn	NOUN
ar va	NOUN
ar và	NOUN
âr va	NOUN
âr và	NOUN
ar va hmui zum	NOUN
âr va hmui zum	NOUN
ar vavu	NOUN
âr vavu	NOUN
ar vutbuak	NOUN
âr vutbuak	NOUN
ar zangtuak	NOUN
âr zângtuak	NOUN
ara fanghma	NOUN
âra fanghma	NOUN
ara mawnghawlh	NOUN
âra mawnghawlh	NOUN
ara tukkhuan	NOUN
ara tûkkhuan	NOUN
âra tukkhuan	NOUN
âra tûkkhuan	NOUN
ara virmep	NOUN
âra virmep	NOUN
aramawng hawlh	NOUN
âramawng hawlh	NOUN
a-rana a rana lo	NOUN
ar-awn rangkachak	NOUN
âr-âwn rangkachak	NOUN
ar-chang hang	NOUN
archang kawih	NOUN
archang kuai	NOUN
archang lei	NOUN
archang thiang	NOUN
archang ṭhiang	NOUN
archang țhiang	NOUN
ar-chaw zat	NOUN
ar-chaw zât	NOUN
ar-huai hih	NOUN
âr-huai hih	NOUN
arla no	NOUN
arla tui	NOUN
arlhui ngo	NOUN
ârlhui ngo	NOUN
arlhui sen	NOUN
ârlhui sen	NOUN
armit rawh	NOUN
ârmit rawh	NOUN
arngeng hawlphum	NOUN
arngeng hawlphùm	NOUN
arngeng hawlphûm	NOUN
arpa chan lai	NOUN
arpa kal	NOUN
arpa til	NOUN
arpa tir	NOUN
arpui chawmthai	NOUN
arpui hang khal	NOUN
arpui hang khâl	NOUN
arpui hang khãl	NOUN
arsa rim nam	NOUN
arsi ek	NOUN
arsi êk	NOUN
arsi hni	NOUN
arsi kemkawm tlang	NOUN
arsi puan	NOUN
arsi thlawk	NOUN
arsi thlâwk	NOUN
arsi zat	NOUN
arsi zât	NOUN
arsí zat	NOUN
arsí zât	NOUN
arte hring ban	NOUN
arte hring bàn	NOUN
arte lubawk	NOUN
arte lubâwk	NOUN
arte mawngkhak	NOUN
arte mawngkhák	NOUN
arte pumphel	NOUN
arte veikual	NOUN
arte-hring ban	NOUN
arte-hring bàn	NOUN
arthla zah	NOUN
arthla záh	NOUN
ârthla zah	NOUN
ârthla záh	NOUN
ârthla zâh	NOUN
artial fin	NOUN
arṭial fin	NOUN
artui bawm	NOUN
artui bâwm	NOUN
artui bawm nghak	NOUN
artui bâwm nghâk	NOUN
artui chhungmu	NOUN
artui dah	NOUN
artui heng	NOUN
artui hêng	NOUN
artui pawn var	NOUN
artui pawn vâr	NOUN
artui pil	NOUN
artui tan	NOUN
ar-va hmui zum	NOUN
âr-va hmui zum	NOUN
atkina vaihlo	NOUN
aw ka	NOUN
âw ka	NOUN
aw lakna	NOUN
aw lâkna	NOUN
aw lam	NOUN
aw lan	NOUN
aw ngek	NOUN
aw ngêk	NOUN
aw thangkhawk	NOUN
aw thangkhâwk	NOUN
awi ngek	NOUN
awi ngék	NOUN
âwi ngek	NOUN
âwi ngék	NOUN
awk lem	NOUN
âwk lem	NOUN
awkpa ka	NOUN
âwkpa kâ	NOUN
awm a nei	NOUN
awm dan	NOUN
awm dân	NOUN
awm do	NOUN
awm dung	NOUN
awm dûng	NOUN
awm ei	NOUN
âwm ei	NOUN
awm eng	NOUN
awm êng	NOUN
awm fual	NOUN
awm hmun	NOUN
awm hnun	NOUN
awm hpa	NOUN
awm hryau	NOUN
awm hunchhung	NOUN
awm hunchhûng	NOUN
awm krawh	NOUN
âwm krawh	NOUN
awm lai leng	NOUN
awm lai lêng	NOUN
awm lài leng	NOUN
awm lài lêng	NOUN
awm lei	NOUN
awm lum	NOUN
awm mei	NOUN
awm mun	NOUN
awm na	NOUN
awm ngil	NOUN
awm ni	NOUN
awm pa	NOUN
awm pawng	NOUN
awm pâwng	NOUN
awm phaw	NOUN
awm ruh	NOUN
âwm ruh	NOUN
awm se	NOUN
awm te	NOUN
awm tê	NOUN
awm thim	NOUN
awm ze	NOUN
awm zê	NOUN
awm zen	NOUN
awm zia	NOUN
awmfi ruh	NOUN
âwmfi ruh	NOUN
awmtual mei	NOUN
awn dawh	NOUN
awn pui	NOUN
awr zawl	NOUN
awr zâwl	NOUN
awze mi	NOUN
ba antui	NOUN
ba bai	NOUN
ba bun fawng	NOUN
ba bun kho	NOUN
ba khik	NOUN
ba lai	NOUN
ba lài	NOUN
ba mun hun	NOUN
bahngal chem	NOUN
bahra luhrum	NOUN
bahra luhrúm	NOUN
balhla bu	NOUN
balhla buh	NOUN
balhla zu	NOUN
balhla zû	NOUN
ban bul	NOUN
ban bùl	NOUN
bân bul	NOUN
bân bùl	NOUN
ban chen	NOUN
bân chen	NOUN
ban hna	NOUN
ban hná	NOUN
ban ke	NOUN
ban phawi	NOUN
ban phàwi	NOUN
bang chhak	NOUN
bang hmai	NOUN
bang thlang	NOUN
banglai chhung	NOUN
banglai chhûng	NOUN
bawkbawn khawdur	NOUN
bawkbàwn khawdur	NOUN
bawkbawn rul	NOUN
bawkbawn rûl	NOUN
bawkbàwn rul	NOUN
bawkbàwn rûl	NOUN
bawkbawn selung	NOUN
bawkbàwn selung	NOUN
bawkbawn sezang	NOUN
bawkbawn sezâng	NOUN
bawkbàwn sezang	NOUN
bawkbàwn sezâng	NOUN
bawkhuaia hrui	NOUN
bawl hmun	NOUN
bàwl hmun	NOUN
bawl pu	NOUN
bâwl pu	NOUN
bawl te	NOUN
bawl tê	NOUN
bâwl te	NOUN
bâwl tê	NOUN
bawl tiang	NOUN
bawlte chhehhnawk	NOUN
bâwlte chhehhnawk	NOUN
bawmdo ban	NOUN
bawmdo chhuar	NOUN
bâwmdo chhuar	NOUN
bawmzo sahnawh	NOUN
bawng an	NOUN
bâwng an	NOUN
bawng ek an	NOUN
bawng êk an	NOUN
bâwng ek an	NOUN
bâwng êk an	NOUN
bawng ek lir	NOUN
bawng ek lîr	NOUN
bawng êk lir	NOUN
bawng êk lîr	NOUN
bâwng ek lir	NOUN
bâwng ek lîr	NOUN
bâwng êk lir	NOUN
bâwng êk lîr	NOUN
bawng sawr lai	NOUN
bawng sàwr lai	NOUN
bâwng sawr lai	NOUN
bâwng sàwr lai	NOUN
bawng sawr-lai	NOUN
